"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","Product Family","serviceCode","Location","Location Type","Storage Media","Group","Group Description","usageType","operation","Alarm Type","Database Engine Type","Instance Configuration Type","Logs Destination","OTel_Type","Region Code","Retention","serviceName","Type","Type Description","Version"
"2256CUTB2R8YY5RK","JRTCKXETXF","2256CUTB2R8YY5RK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002303 per vCPU-Hour for first month retention monitored by Database Insights (Standard Mode) for RDS SQL Server Provisioned in EU (Milan)","2026-08-01","0","Inf","vCPU-Hours","0.0023030000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","EU (Milan)","AWS Region",,,,"EUS1-CW:DatabaseInsights-Standard-FMR-vCPU-Hours","RDS-SQLServer:Provisioned",,"RDS SQL Server","Provisioned",,,"eu-south-1","FMR","AmazonCloudWatch",,,
"22982JCS3SFJKUVZ","JRTCKXETXF","22982JCS3SFJKUVZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.025 per million Events for CW:ContributorInsightEvents in EU (Frankfurt)","2026-08-01","0","Inf","Events","0.0000000250","USD","P2RPRQDEQ5Z55MMA",,"AmazonCloudWatch","EU (Frankfurt)","AWS Region",,"Event-CloudWatchLog","CloudWatch Contributor Insights Matched Events","EUC1-CW:ContributorInsightEvents","",,,,,,"eu-central-1",,"AmazonCloudWatch",,,
"22FGTH8FQQHP5BWM","JRTCKXETXF","22FGTH8FQQHP5BWM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per rule per month for CW-Rule-CloudWatchLog in EU (Milan)","2026-08-01","0","Inf","rule","0.5000000000","USD","T99MVKTB336VE4JV","Contributor Insights","AmazonCloudWatch","EU (Milan)","AWS Region",,"Rule-CloudWatchLog","CloudWatch Contributor Insights Rule","EUS1-CW:ContributorInsightRules","CloudWatchLogs",,,,,,"eu-south-1",,"AmazonCloudWatch",,,
"22G82KX7ES5KTUC6","JRTCKXETXF","22G82KX7ES5KTUC6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0014 per Run for CloudWatch Synthetics Canaries in Asia Pacific (Thailand)","2026-08-01","0","Inf","Runs","0.0014000000","USD","CCC6XKS9YEDWTEX3","Canaries","AmazonCloudWatch","Asia Pacific (Thailand)","AWS Region",,"CW-Canaries","CloudWatch Synthetics Canaries","APS9-CW:Canary-runs","",,,,,,"ap-southeast-7",,"AmazonCloudWatch",,,
"22PYPNHZFW97E48U","JRTCKXETXF","22PYPNHZFW97E48U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.006 per GB-Mo for TimedStorage-AIA-ByteHrs in Asia Pacific (Thailand)","2026-08-01","0","Inf","GB-Mo","0.0060000000","USD","6XTVPDAM3VF25UTA","Storage Snapshot","AmazonCloudWatch","Asia Pacific (Thailand)","AWS Region",,,,"APS9-TimedStorage-AIA-ByteHrs","",,,,,,"ap-southeast-7",,"AmazonCloudWatch",,,"Current AIA"
"22RDCR2CGPGYFAET","JRTCKXETXF","22RDCR2CGPGYFAET.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0056 per GB-Mo for TimedStorage-AIA-ByteHrs in EU (Stockholm)","2026-08-01","0","Inf","GB-Mo","0.0056000000","USD","6XTVPDAM3VF25UTA","Storage Snapshot","AmazonCloudWatch","EU (Stockholm)","AWS Region",,,,"EUN1-TimedStorage-AIA-ByteHrs","",,,,,,"eu-north-1",,"AmazonCloudWatch",,,"Current AIA"
"23KYR9JGZ2VY4UFS","JRTCKXETXF","23KYR9JGZ2VY4UFS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for Aurora-PostgreSQL provisioned databases in US East (N. Virginia)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","US East (N. Virginia)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","USE1-CW:DatabaseInsights-vCPU-Hours","Aurora-PostgreSQL:Provisioned",,"Aurora-PostgreSQL","Provisioned",,,"us-east-1",,"AmazonCloudWatch",,,
"23QX7TWSUP4VZBE6","JRTCKXETXF","23QX7TWSUP4VZBE6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per thousand Metrics Requested using GetInsightRuleReport API in Asia Pacific (New Zealand)","2026-08-01","0","Inf","Metrics","0.0000100000","USD",,"API Request","AmazonCloudWatch","Asia Pacific (New Zealand)","AWS Region",,"CW-Requests","CloudWatch Contributor Insights API Requests","APS8-CW:GIRR-Metrics","GetInsightRuleReport",,,,,,"ap-southeast-6",,"AmazonCloudWatch",,,
"23RTUM8YNJ5KN45S","JRTCKXETXF","23RTUM8YNJ5KN45S.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00262 per vCPU-Hour for first month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Provisioned in Africa (Cape Town)","2026-08-01","0","Inf","vCPU-Hours","0.0026200000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Africa (Cape Town)","AWS Region",,,,"AFS1-CW:DatabaseInsights-Standard-FMR-vCPU-Hours","Aurora-PostgreSQL:Provisioned",,"Aurora-PostgreSQL","Provisioned",,,"af-south-1","FMR","AmazonCloudWatch",,,
"23SCYNWWWZHNR44M","JRTCKXETXF","23SCYNWWWZHNR44M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for RDS PostgreSQL provisioned databases in US West (Oregon)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","US West (Oregon)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","USW2-CW:DatabaseInsights-vCPU-Hours","RDS-PostgreSQL:Provisioned",,"RDS PostgreSQL","Provisioned",,,"us-west-2",,"AmazonCloudWatch",,,
"2452NXGCZBN3APYH","JRTCKXETXF","2452NXGCZBN3APYH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.30 per alarm metric month (high resolution) in Mexico (Central)","2026-08-01","0","Inf","Alarms","0.3000000000","USD",,"Alarm","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Alarm","CloudWatch Alarms","MXC1-CW:HighResAlarmMonitorUsage","","High Resolution",,,,,"mx-central-1",,"AmazonCloudWatch",,,
"24R3DTNY5U3ATWVB","JRTCKXETXF","24R3DTNY5U3ATWVB.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.70 per GB of vended logs ingested in Standard log class for the first 10TB - Asia Pacific (Singapore)","2026-08-01","0","10240","GB","0.7000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APS1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"24R3DTNY5U3ATWVB","JRTCKXETXF","24R3DTNY5U3ATWVB.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.35 per GB of vended logs ingested in Standard log class for the next 20TB - Asia Pacific (Singapore)","2026-08-01","10240","30720","GB","0.3500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APS1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"24R3DTNY5U3ATWVB","JRTCKXETXF","24R3DTNY5U3ATWVB.JRTCKXETXF.AMET9K77J3","OnDemand","$0.14 per GB of vended logs ingested in Standard log class for the next 20TB - Asia Pacific (Singapore)","2026-08-01","30720","51200","GB","0.1400000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APS1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"24R3DTNY5U3ATWVB","JRTCKXETXF","24R3DTNY5U3ATWVB.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.07 per GB of vended logs ingested in Standard log class over 50TB - Asia Pacific (Singapore)","2026-08-01","51200","Inf","GB","0.0700000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APS1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"24UE6D6BTUCYRHV5","JRTCKXETXF","24UE6D6BTUCYRHV5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00011 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Provisioned in Africa (Cape Town)","2026-08-01","0","Inf","vCPU-Hours","0.0001100000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Africa (Cape Town)","AWS Region",,,,"AFS1-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","Aurora-PostgreSQL:Provisioned",,"Aurora-PostgreSQL","Provisioned",,,"af-south-1","AMR","AmazonCloudWatch",,,
"254JG45STGK8GSAK","JRTCKXETXF","254JG45STGK8GSAK.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.25 per GB for the first 10TB of vended log data delivered to S3 per month in Mexico (Central)","2026-08-01","0","10240","GB","0.2500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Log delivered from MediaTailor to CloudWatch Logs - IA","MXC1-S3-Egress-Bytes-MTLogs","",,,,"Amazon S3",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"254JG45STGK8GSAK","JRTCKXETXF","254JG45STGK8GSAK.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.15 per GB for the next 20TB of vended log data delivered to S3 per month in Mexico (Central)","2026-08-01","10240","30720","GB","0.1500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Log delivered from MediaTailor to CloudWatch Logs - IA","MXC1-S3-Egress-Bytes-MTLogs","",,,,"Amazon S3",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"254JG45STGK8GSAK","JRTCKXETXF","254JG45STGK8GSAK.JRTCKXETXF.AMET9K77J3","OnDemand","$0.075 per GB for the next 20TB of vended log data delivered to S3 per month in Mexico (Central)","2026-08-01","30720","51200","GB","0.0750000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Log delivered from MediaTailor to CloudWatch Logs - IA","MXC1-S3-Egress-Bytes-MTLogs","",,,,"Amazon S3",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"254JG45STGK8GSAK","JRTCKXETXF","254JG45STGK8GSAK.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.05 per GB for over 50TB of vended log data delivered to S3 per month in Mexico (Central)","2026-08-01","51200","Inf","GB","0.0500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Log delivered from MediaTailor to CloudWatch Logs - IA","MXC1-S3-Egress-Bytes-MTLogs","",,,,"Amazon S3",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"25GM5XS83BEHBYZF","JRTCKXETXF","25GM5XS83BEHBYZF.JRTCKXETXF.6YS6EN2CT7","OnDemand","From US East (Oregon) CW Network Monitor Hybrid","2026-08-01","0","Inf","hours","0.1000000000","USD",,"CloudWatch Network Monitor","AmazonCloudWatch","US West (Oregon)","AWS Region",,"CW-NM-Hybrid-Paid","CloudWatch-Network Management - Hybrid - Paid","USW2-CWNMHybrid-Paid","CloudWatch-NM-Paid",,,,,,"us-west-2",,"AmazonCloudWatch",,,
"25PVU6MERBJYJKKH","JRTCKXETXF","25PVU6MERBJYJKKH.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.39 per GB for the first 10TB of vended log data delivered to S3 per month in Asia Pacific (Hong Kong)","2026-08-01","0","10240","GB","0.3900000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"Delivered Logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APE1-S3-Egress-Bytes-WAFLogs","",,,,"Amazon S3",,"ap-east-1",,"AmazonCloudWatch",,,"Current"
"25PVU6MERBJYJKKH","JRTCKXETXF","25PVU6MERBJYJKKH.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.23 per GB for the next 20TB of vended log data delivered to S3 per month in Asia Pacific (Hong Kong)","2026-08-01","10240","30720","GB","0.2300000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"Delivered Logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APE1-S3-Egress-Bytes-WAFLogs","",,,,"Amazon S3",,"ap-east-1",,"AmazonCloudWatch",,,"Current"
"25PVU6MERBJYJKKH","JRTCKXETXF","25PVU6MERBJYJKKH.JRTCKXETXF.AMET9K77J3","OnDemand","$0.116 per GB for the next 20TB of vended log data delivered to S3 per month in Asia Pacific (Hong Kong)","2026-08-01","30720","51200","GB","0.1160000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"Delivered Logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APE1-S3-Egress-Bytes-WAFLogs","",,,,"Amazon S3",,"ap-east-1",,"AmazonCloudWatch",,,"Current"
"25PVU6MERBJYJKKH","JRTCKXETXF","25PVU6MERBJYJKKH.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.08 per GB for over 50TB of vended log data delivered to S3 per month in Asia Pacific (Hong Kong)","2026-08-01","51200","Inf","GB","0.0800000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"Delivered Logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APE1-S3-Egress-Bytes-WAFLogs","",,,,"Amazon S3",,"ap-east-1",,"AmazonCloudWatch",,,"Current"
"25UCZHT563HZZ8EW","JRTCKXETXF","25UCZHT563HZZ8EW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000103 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for RDS SQL Server Provisioned in EU (Frankfurt)","2026-08-01","0","Inf","vCPU-Hours","0.0001030000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","EU (Frankfurt)","AWS Region",,,,"EUC1-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","RDS-SQLServer:Provisioned",,"RDS SQL Server","Provisioned",,,"eu-central-1","AMR","AmazonCloudWatch",,,
"25WHJB4GX3FRTNER","JRTCKXETXF","25WHJB4GX3FRTNER.JRTCKXETXF.A6VD9GXV7W","OnDemand","$0.30 per metric-month for the first 10,000 metrics - Asia Pacific (Jakarta)","2026-08-01","0","10000","Metrics","0.3000000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS4-CW:MetricMonitorUsage","",,,,,,"ap-southeast-3",,"AmazonCloudWatch",,,
"25WHJB4GX3FRTNER","JRTCKXETXF","25WHJB4GX3FRTNER.JRTCKXETXF.FG3KHZ79QN","OnDemand","$0.10 per metric-month for the next 240,000 metrics - Asia Pacific (Jakarta)","2026-08-01","10000","250000","Metrics","0.1000000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS4-CW:MetricMonitorUsage","",,,,,,"ap-southeast-3",,"AmazonCloudWatch",,,
"25WHJB4GX3FRTNER","JRTCKXETXF","25WHJB4GX3FRTNER.JRTCKXETXF.95SDKRWVHH","OnDemand","$0.05 per metric-month for the next 750,000 metrics - Asia Pacific (Jakarta)","2026-08-01","250000","1000000","Metrics","0.0500000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS4-CW:MetricMonitorUsage","",,,,,,"ap-southeast-3",,"AmazonCloudWatch",,,
"25WHJB4GX3FRTNER","JRTCKXETXF","25WHJB4GX3FRTNER.JRTCKXETXF.VNJQCFJPS4","OnDemand","$0.02 per metric-month for over 1,000,000 metrics - Asia Pacific (Jakarta)","2026-08-01","1000000","Inf","Metrics","0.0200000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS4-CW:MetricMonitorUsage","",,,,,,"ap-southeast-3",,"AmazonCloudWatch",,,
"27AZ5M8EYDF5UDMU","JRTCKXETXF","27AZ5M8EYDF5UDMU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per rule per month for CW-Rule-CloudWatchLog in Middle East (Bahrain)","2026-08-01","0","Inf","rule","0.5000000000","USD","T99MVKTB336VE4JV","Contributor Insights","AmazonCloudWatch","Middle East (Bahrain)","AWS Region",,"Rule-CloudWatchLog","CloudWatch Contributor Insights Rule","MES1-CW:ContributorInsightRules","CloudWatchLogs",,,,,,"me-south-1",,"AmazonCloudWatch",,,
"27RNYEK6RCS3AHN2","JRTCKXETXF","27RNYEK6RCS3AHN2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002255 per vCPU-Hour for first month retention monitored by Database Insights (Standard Mode) for RDS Oracle Provisioned in Europe (Spain)","2026-08-01","0","Inf","vCPU-Hours","0.0022550000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Europe (Spain)","AWS Region",,,,"EUS2-CW:DatabaseInsights-Standard-FMR-vCPU-Hours","RDS-Oracle:Provisioned",,"RDS Oracle","Provisioned",,,"eu-south-2","FMR","AmazonCloudWatch",,,
"27TK9EJ649Q4QSJS","JRTCKXETXF","27TK9EJ649Q4QSJS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.30 per alarm metric month (high resolution) - Asia Pacific (Mumbai)","2026-08-01","0","Inf","Alarms","0.3000000000","USD",,"Alarm","AmazonCloudWatch","Asia Pacific (Mumbai)","AWS Region",,"Alarm","CloudWatch Alarms","APS3-CW:HighResAlarmMonitorUsage","","High Resolution",,,,,"ap-south-1",,"AmazonCloudWatch",,,
"27XTB4JMXSBUVRN2","JRTCKXETXF","27XTB4JMXSBUVRN2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12 per GB for data scanned with Data Protection in Canada (Central)","2026-08-01","0","Inf","GB","0.1200000000","USD",,,"AmazonCloudWatch","Canada (Central)","AWS Region",,"DataProtection Logs","CloudWatch Logs Data Protection","CAN1-DataProtection-Bytes","PutLogEvents",,,,,,"ca-central-1",,"AmazonCloudWatch",,,
"284ZZQQPB87UTPFP","JRTCKXETXF","284ZZQQPB87UTPFP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per composite alarm month - Canada (Central)","2026-08-01","0","Inf","Alarms","0.5000000000","USD",,"Alarm","AmazonCloudWatch","Canada (Central)","AWS Region",,"Alarm","CloudWatch Alarms","CAN1-CW:CompositeAlarmMonitorUsage","","Composite",,,,,"ca-central-1",,"AmazonCloudWatch",,,
"28DTGS9ZWNRHFGEN","JRTCKXETXF","28DTGS9ZWNRHFGEN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per composite alarm month - Asia Pacific (Melbourne)","2026-08-01","0","Inf","Alarms","0.5000000000","USD",,"Alarm","AmazonCloudWatch","Asia Pacific (Melbourne)","AWS Region",,"Alarm","CloudWatch Alarms","APS6-CW:CompositeAlarmMonitorUsage","","Composite",,,,,"ap-southeast-4",,"AmazonCloudWatch",,,
"28V5E64V6FY8HQJF","JRTCKXETXF","28V5E64V6FY8HQJF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.001064 per ACU-Hour for first month retention monitored by Database Insights (Standard Mode) for Aurora-MySQL Serverless in South America (Sao Paulo)","2026-08-01","0","Inf","ACU-Hours","0.0010640000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","South America (Sao Paulo)","AWS Region",,,,"SAE1-CW:DatabaseInsights-Standard-FMR-ACU-Hours","Aurora-MySQL:Serverless",,"Aurora-MySQL","Serverless",,,"sa-east-1","FMR","AmazonCloudWatch",,,
"28VSMYRVQXUWCTMA","JRTCKXETXF","28VSMYRVQXUWCTMA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per alarm metric month (standard resolution) - US East (Ohio)","2026-08-01","0","Inf","Alarms","0.1000000000","USD","FCH8WPMWVXA4B6VM","Alarm","AmazonCloudWatch","US East (Ohio)","AWS Region",,"Alarm","CloudWatch Alarms","USE2-CW:AlarmMonitorUsage","","Standard",,,,,"us-east-2",,"AmazonCloudWatch",,,
"2993PWAAFGFX88UU","JRTCKXETXF","2993PWAAFGFX88UU.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.50 per GB for the first 10TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Singapore)","2026-08-01","0","10240","GB","0.5000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Logs generated by Elemental MediaTailor and delivered to CloudWatch-Standard as Vended Logs","APS1-VendedLog-Bytes-MTLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"2993PWAAFGFX88UU","JRTCKXETXF","2993PWAAFGFX88UU.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.25 per GB for the next 20TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Singapore)","2026-08-01","10240","30720","GB","0.2500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Logs generated by Elemental MediaTailor and delivered to CloudWatch-Standard as Vended Logs","APS1-VendedLog-Bytes-MTLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"2993PWAAFGFX88UU","JRTCKXETXF","2993PWAAFGFX88UU.JRTCKXETXF.AMET9K77J3","OnDemand","$0.10 per GB for the next 20TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Singapore)","2026-08-01","30720","51200","GB","0.1000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Logs generated by Elemental MediaTailor and delivered to CloudWatch-Standard as Vended Logs","APS1-VendedLog-Bytes-MTLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"2993PWAAFGFX88UU","JRTCKXETXF","2993PWAAFGFX88UU.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.05 per GB for over 50TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Singapore)","2026-08-01","51200","Inf","GB","0.0500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Ingested Logs","Logs generated by Elemental MediaTailor and delivered to CloudWatch-Standard as Vended Logs","APS1-VendedLog-Bytes-MTLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-1",,"AmazonCloudWatch",,,"Current"
"29KRN9T7AEQPE8S4","JRTCKXETXF","29KRN9T7AEQPE8S4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000513 per ACU-Hour for first month retention monitored by Database Insights (Standard Mode) for Aurora-MySQL Serverless in US East (N. Virginia)","2026-08-01","0","Inf","ACU-Hours","0.0005130000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","US East (N. Virginia)","AWS Region",,,,"USE1-CW:DatabaseInsights-Standard-FMR-ACU-Hours","Aurora-MySQL:Serverless",,"Aurora-MySQL","Serverless",,,"us-east-1","FMR","AmazonCloudWatch",,,
"29QA37YP3XY9QX6W","JRTCKXETXF","29QA37YP3XY9QX6W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002405 per vCPU-Hour for first month retention monitored by Database Insights (Standard Mode) for RDS MySQL Provisioned in Asia Pacific (Seoul)","2026-08-01","0","Inf","vCPU-Hours","0.0024050000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Seoul)","AWS Region",,,,"APN2-CW:DatabaseInsights-Standard-FMR-vCPU-Hours","RDS-MySQL:Provisioned",,"RDS MySQL","Provisioned",,,"ap-northeast-2","FMR","AmazonCloudWatch",,,
"2AC623AXJ4YDRG7N","JRTCKXETXF","2AC623AXJ4YDRG7N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for RDS Oracle provisioned databases in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","APE1-CW:DatabaseInsights-vCPU-Hours","RDS-Oracle:Provisioned",,"RDS Oracle","Provisioned",,,"ap-east-1",,"AmazonCloudWatch",,,
"2BDG9J3VGS4Z3QXJ","JRTCKXETXF","2BDG9J3VGS4Z3QXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for RDS MySQL provisioned databases in Europe (Zurich)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Europe (Zurich)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","EUC2-CW:DatabaseInsights-vCPU-Hours","RDS-MySQL:Provisioned",,"RDS MySQL","Provisioned",,,"eu-central-2",,"AmazonCloudWatch",,,
"2BEDYVXZZ2HP3NDC","JRTCKXETXF","2BEDYVXZZ2HP3NDC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per alarm metric month (standard resolution) - EU (Milan)","2026-08-01","0","Inf","Alarms","0.1000000000","USD","FCH8WPMWVXA4B6VM","Alarm","AmazonCloudWatch","EU (Milan)","AWS Region",,"Alarm","CloudWatch Alarms","EUS1-CW:AlarmMonitorUsage","","Standard",,,,,"eu-south-1",,"AmazonCloudWatch",,,
"2BF5WZ4QVWF9XRRT","JRTCKXETXF","2BF5WZ4QVWF9XRRT.JRTCKXETXF.A6VD9GXV7W","OnDemand","$0.30 per metric-month for the first 10,000 metrics - Asia Pacific (Singapore)","2026-08-01","0","10000","Metrics","0.3000000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS1-CW:MetricMonitorUsage","",,,,,,"ap-southeast-1",,"AmazonCloudWatch",,,
"2BF5WZ4QVWF9XRRT","JRTCKXETXF","2BF5WZ4QVWF9XRRT.JRTCKXETXF.FG3KHZ79QN","OnDemand","$0.10 per metric-month for the next 240,000 metrics - Asia Pacific (Singapore)","2026-08-01","10000","250000","Metrics","0.1000000000","USD","3ZJZSGX8K87XPW4R","Metric","AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"Metric","CloudWatch Custom Metrics","APS1-CW:MetricMonitorUsage","",,,,,,"ap-southeast-1",,"AmazonCloudWatch",,,
