"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","Product Family","serviceCode","Location","Location Type","Storage Media","Group","Group Description","usageType","operation","Alarm Type","Database Engine Type","Instance Configuration Type","Logs Destination","OTel_Type","Region Code","Retention","serviceName","Type","Type Description","Version"
"3EEQ3HWJTUZR66XG","JRTCKXETXF","3EEQ3HWJTUZR66XG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per resource monitored by Internet Monitor per hour in Asia Pacific (Osaka)","2026-08-01","0","Inf","Internet Monitor - Monitored Resource","0.0100000000","USD",,,"AmazonCloudWatch","Asia Pacific (Osaka)","AWS Region",,"CW-InternetMonitor","CloudWatch Internet Monitor","APN3-CW:InternetMonitor-MonitoredResource","putMonitoredResource",,,,,,"ap-northeast-3",,"AmazonCloudWatch",,,
"3EFK5377KZY6PKUN","JRTCKXETXF","3EFK5377KZY6PKUN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per GigaByte for CW:OTEL:Bytes in Israel (Tel Aviv)","2026-08-01","0","Inf","GigaBytes","0.5000000000","USD",,"Metric","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,,,"ILC1-CW:OTEL:Bytes","",,,,,"Base","il-central-1",,"AmazonCloudWatch",,,
"3EGQC4SXGQRXZ5HW","JRTCKXETXF","3EGQC4SXGQRXZ5HW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per GB custom log data ingested in Standard log class - Israel (Tel Aviv)","2026-08-01","0","Inf","GB","0.5000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,"Ingested Logs","Existing system, application, and custom log files","ILC1-DataProcessing-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"il-central-1",,"AmazonCloudWatch",,,"Current"
"3ERT4HGF2JNZ2XP9","JRTCKXETXF","3ERT4HGF2JNZ2XP9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per minute of CloudWatch Logs Live Tail session - Africa (Cape Town)","2026-08-01","0","Inf","minutes","0.0100000000","USD","MGQC4P8V9SZ76R7S","Data Payload","AmazonCloudWatch","Africa (Cape Town)","AWS Region",,,,"AFS1-Logs-LiveTail","StartLiveTail",,,,,,"af-south-1",,"AmazonCloudWatch","Live Tail","Live Tail Usage",
"3F77AA2SVVYFSRJ3","JRTCKXETXF","3F77AA2SVVYFSRJ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.003 per 1,000 metric updates - Asia Pacific (Seoul)","2026-08-01","0","Inf","Metric Update","0.0000030000","USD",,"Metric Streams","AmazonCloudWatch","Asia Pacific (Seoul)","AWS Region",,"CW-MetricStreams","CloudWatch Metric Streams Metric Updates","APN2-CW:MetricStreamUsage","MetricUpdate",,,,,,"ap-northeast-2",,"AmazonCloudWatch",,,
"3FU69WUQHC2VG2Y3","JRTCKXETXF","3FU69WUQHC2VG2Y3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.006 per GB-Mo for TimedStorage-AIA-ByteHrs in Asia Pacific (New Zealand)","2026-08-01","0","Inf","GB-Mo","0.0060000000","USD","6XTVPDAM3VF25UTA","Storage Snapshot","AmazonCloudWatch","Asia Pacific (New Zealand)","AWS Region",,,,"APS8-TimedStorage-AIA-ByteHrs","",,,,,,"ap-southeast-6",,"AmazonCloudWatch",,,"Current AIA"
"3G5S7VEK3XXQNCXS","JRTCKXETXF","3G5S7VEK3XXQNCXS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000097 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Provisioned in Israel (Tel Aviv)","2026-08-01","0","Inf","vCPU-Hours","0.0000970000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,,,"ILC1-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","Aurora-PostgreSQL:Provisioned",,"Aurora-PostgreSQL","Provisioned",,,"il-central-1","AMR","AmazonCloudWatch",,,
"3G6MRTYCN7ADUJ93","JRTCKXETXF","3G6MRTYCN7ADUJ93.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00000001 per Samples Scanned for CW:PromQL:SamplesScanned in EU (London)","2026-08-01","0","Inf","Samples Scanned","0.0000000100","USD",,"Metric","AmazonCloudWatch","EU (London)","AWS Region",,,,"EUW2-CW:PromQL:SamplesScanned","",,,,,,"eu-west-2",,"AmazonCloudWatch",,,
"3G9635RQKCM2GTA9","JRTCKXETXF","3G9635RQKCM2GTA9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01625 per vCPU-Hour monitored by Database Insights for Aurora-MySQL provisioned databases in AWS GovCloud (US-East)","2026-08-01","0","Inf","vCPU-Hours","0.0162500000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","AWS GovCloud (US-East)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","UGE1-CW:DatabaseInsights-vCPU-Hours","Aurora-MySQL:Provisioned",,"Aurora-MySQL","Provisioned",,,"us-gov-east-1",,"AmazonCloudWatch",,,
"3GDRAU2PRFE8PKGU","JRTCKXETXF","3GDRAU2PRFE8PKGU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per GigaByte for CW:OTEL:Bytes:AWS in Europe (Zurich)","2026-08-01","0","Inf","GigaBytes","0.5000000000","USD",,"Metric","AmazonCloudWatch","Europe (Zurich)","AWS Region",,,,"EUC2-CW:OTEL:Bytes:AWS","",,,,,"AWS","eu-central-2",,"AmazonCloudWatch",,,
"3GUR4QMDM4FM29UD","JRTCKXETXF","3GUR4QMDM4FM29UD.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.25 per GB for the first 10TB of vended log data delivered to Kinesis Firehose per month in Mexico (Central)","2026-08-01","0","10240","GB","0.2500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Logs generated by AWS WAF and delivered to Amazon Data Firehose","MXC1-FH-Egress-Bytes-WAFLogs","",,,,"Amazon Kinesis Data Firehose",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"3GUR4QMDM4FM29UD","JRTCKXETXF","3GUR4QMDM4FM29UD.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.15 per GB for the next 20TB of vended log data delivered to Kinesis Firehose per month in Mexico (Central)","2026-08-01","10240","30720","GB","0.1500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Logs generated by AWS WAF and delivered to Amazon Data Firehose","MXC1-FH-Egress-Bytes-WAFLogs","",,,,"Amazon Kinesis Data Firehose",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"3GUR4QMDM4FM29UD","JRTCKXETXF","3GUR4QMDM4FM29UD.JRTCKXETXF.AMET9K77J3","OnDemand","$0.075 per GB for the next 20TB of vended log data delivered to Kinesis Firehose per month in Mexico (Central)","2026-08-01","30720","51200","GB","0.0750000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Logs generated by AWS WAF and delivered to Amazon Data Firehose","MXC1-FH-Egress-Bytes-WAFLogs","",,,,"Amazon Kinesis Data Firehose",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"3GUR4QMDM4FM29UD","JRTCKXETXF","3GUR4QMDM4FM29UD.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.05 per GB for over 50TB of vended log data delivered to Kinesis Firehose per month in Mexico (Central)","2026-08-01","51200","Inf","GB","0.0500000000","USD","85NYBRRPURC8EH9H","Data Payload","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Delivered Logs","Logs generated by AWS WAF and delivered to Amazon Data Firehose","MXC1-FH-Egress-Bytes-WAFLogs","",,,,"Amazon Kinesis Data Firehose",,"mx-central-1",,"AmazonCloudWatch",,,"Current"
"3GY5SQ3T8F6U2Y4B","JRTCKXETXF","3GY5SQ3T8F6U2Y4B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 metrics requested using GetInsightRuleReport API - EU (London)","2026-08-01","0","Inf","Metrics","0.0000100000","USD",,"API Request","AmazonCloudWatch","EU (London)","AWS Region",,"CW-Requests","CloudWatch Contributor Insights API Requests","EUW2-CW:GIRR-Metrics","GetInsightRuleReport",,,,,,"eu-west-2",,"AmazonCloudWatch",,,
"3H46EN65TF58AWWA","JRTCKXETXF","3H46EN65TF58AWWA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1 per 100k RUM events in Asia Pacific (Singapore)","2026-08-01","0","Inf","Events","0.0000100000","USD",,,"AmazonCloudWatch","Asia Pacific (Singapore)","AWS Region",,"CW-RUM","CloudWatch RUM events","APS1-CW:RUM-events","PutRumEvents",,,,,,"ap-southeast-1",,"AmazonCloudWatch",,,
"3HKHS5P4H48KFKNU","JRTCKXETXF","3HKHS5P4H48KFKNU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for Aurora-MySQL provisioned databases in Mexico (Central)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Mexico (Central)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","MXC1-CW:DatabaseInsights-vCPU-Hours","Aurora-MySQL:Provisioned",,"Aurora-MySQL","Provisioned",,,"mx-central-1",,"AmazonCloudWatch",,,
"3HM77DS2UPSJDVBA","JRTCKXETXF","3HM77DS2UPSJDVBA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000105 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for RDS MariaDB Provisioned in AWS GovCloud (US-East)","2026-08-01","0","Inf","vCPU-Hours","0.0001050000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","AWS GovCloud (US-East)","AWS Region",,,,"UGE1-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","RDS-MariaDB:Provisioned",,"RDS MariaDB","Provisioned",,,"us-gov-east-1","AMR","AmazonCloudWatch",,,
"3HN7QUXJ9ATWTRWC","JRTCKXETXF","3HN7QUXJ9ATWTRWC.JRTCKXETXF.6YS6EN2CT7","OnDemand","From Asia Pacific (Mumbai) CW Network Monitor Hybrid","2026-08-01","0","Inf","hours","0.1100000000","USD",,"CloudWatch Network Monitor","AmazonCloudWatch","Asia Pacific (Mumbai)","AWS Region",,"CW-NM-Hybrid-Paid","CloudWatch-Network Management - Hybrid - Paid","APS3-CWNMHybrid-Paid","CloudWatch-NM-Paid",,,,,,"ap-south-1",,"AmazonCloudWatch",,,
"3HY63ZC6CDP2GYY6","JRTCKXETXF","3HY63ZC6CDP2GYY6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000605 per ACU-Hour for first month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Serverless in Middle East (UAE)","2026-08-01","0","Inf","ACU-Hours","0.0006050000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Middle East (UAE)","AWS Region",,,,"MEC1-CW:DatabaseInsights-Standard-FMR-ACU-Hours","Aurora-PostgreSQL:Serverless",,"Aurora-PostgreSQL","Serverless",,,"me-central-1","FMR","AmazonCloudWatch",,,
"3J4DVDJY6TYQX79Y","JRTCKXETXF","3J4DVDJY6TYQX79Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50 per GigaByte for CW:OTEL:Bytes:AWS in US West (N. California)","2026-08-01","0","Inf","GigaBytes","0.5000000000","USD",,"Metric","AmazonCloudWatch","US West (N. California)","AWS Region",,,,"USW1-CW:OTEL:Bytes:AWS","",,,,,"AWS","us-west-1",,"AmazonCloudWatch",,,
"3J4T745N7D37NHNB","JRTCKXETXF","3J4T745N7D37NHNB.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.50 per GB of vended logs ingested in Standard log class for the first 10TB - Israel (Tel Aviv)","2026-08-01","0","10240","GB","0.5000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,"Ingested Logs","Log files generated by AWS services","ILC1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"il-central-1",,"AmazonCloudWatch",,,"Current"
"3J4T745N7D37NHNB","JRTCKXETXF","3J4T745N7D37NHNB.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.25 per GB of vended logs ingested in Standard log class for the next 20TB - Israel (Tel Aviv)","2026-08-01","10240","30720","GB","0.2500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,"Ingested Logs","Log files generated by AWS services","ILC1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"il-central-1",,"AmazonCloudWatch",,,"Current"
"3J4T745N7D37NHNB","JRTCKXETXF","3J4T745N7D37NHNB.JRTCKXETXF.AMET9K77J3","OnDemand","$0.10 per GB of vended logs ingested in Standard log class for the next 20TB - Israel (Tel Aviv)","2026-08-01","30720","51200","GB","0.1000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,"Ingested Logs","Log files generated by AWS services","ILC1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"il-central-1",,"AmazonCloudWatch",,,"Current"
"3J4T745N7D37NHNB","JRTCKXETXF","3J4T745N7D37NHNB.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.05 per GB of vended logs ingested in Standard log class over 50TB - Israel (Tel Aviv)","2026-08-01","51200","Inf","GB","0.0500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Israel (Tel Aviv)","AWS Region",,"Ingested Logs","Log files generated by AWS services","ILC1-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"il-central-1",,"AmazonCloudWatch",,,"Current"
"3JXC85ZZR3FKV6TZ","JRTCKXETXF","3JXC85ZZR3FKV6TZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per 1,000 metrics requested using GetMetricData API - US West (Oregon)","2026-08-01","0","Inf","Metrics","0.0000100000","USD",,"API Request","AmazonCloudWatch","US West (Oregon)","AWS Region",,"CW-Requests","CloudWatch Bulk API Requests","USW2-CW:GMD-Metrics","GetMetricData",,,,,,"us-west-2",,"AmazonCloudWatch",,,
"3KHC8ZN3REUG94Z5","JRTCKXETXF","3KHC8ZN3REUG94Z5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per minute of CloudWatch Logs Live Tail session - EU (Frankfurt)","2026-08-01","0","Inf","minutes","0.0100000000","USD","MGQC4P8V9SZ76R7S","Data Payload","AmazonCloudWatch","EU (Frankfurt)","AWS Region",,,,"EUC1-Logs-LiveTail","StartLiveTail",,,,,,"eu-central-1",,"AmazonCloudWatch","Live Tail","Live Tail Usage",
"3M2WT6U84M5ANSBN","JRTCKXETXF","3M2WT6U84M5ANSBN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000086 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Provisioned in US East (N. Virginia)","2026-08-01","0","Inf","vCPU-Hours","0.0000860000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","US East (N. Virginia)","AWS Region",,,,"USE1-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","Aurora-PostgreSQL:Provisioned",,"Aurora-PostgreSQL","Provisioned",,,"us-east-1","AMR","AmazonCloudWatch",,,
"3MF6FXCJU86TGGBQ","JRTCKXETXF","3MF6FXCJU86TGGBQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per alarm metric month (standard resolution) - Asia Pacific (Hong Kong)","2026-08-01","0","Inf","Alarms","0.1000000000","USD","FCH8WPMWVXA4B6VM","Alarm","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"Alarm","CloudWatch Alarms","APE1-CW:AlarmMonitorUsage","","Standard",,,,,"ap-east-1",,"AmazonCloudWatch",,,
"3MHWSQCP6B6U5KAM","JRTCKXETXF","3MHWSQCP6B6U5KAM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for RDS MySQL provisioned databases in Asia Pacific (Osaka)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Osaka)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","APN3-CW:DatabaseInsights-vCPU-Hours","RDS-MySQL:Provisioned",,"RDS MySQL","Provisioned",,,"ap-northeast-3",,"AmazonCloudWatch",,,
"3MJRGBTXN8USNE69","JRTCKXETXF","3MJRGBTXN8USNE69.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000101 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for RDS SQL Server Provisioned in Asia Pacific (Seoul)","2026-08-01","0","Inf","vCPU-Hours","0.0001010000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Seoul)","AWS Region",,,,"APN2-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","RDS-SQLServer:Provisioned",,"RDS SQL Server","Provisioned",,,"ap-northeast-2","AMR","AmazonCloudWatch",,,
"3MPHFDNUC27ZMGFY","JRTCKXETXF","3MPHFDNUC27ZMGFY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$5.00 per million Evidently events in EU (Ireland)","2026-08-01","0","Inf","Events","0.0000050000","USD",,,"AmazonCloudWatch","EU (Ireland)","AWS Region",,"CW-Evidently","CloudWatch Evidently events and eaus","EU-CW:Evidently-event","evidently",,,,,,"eu-west-1",,"AmazonCloudWatch",,,
"3NHFUH6VDUEPD62P","JRTCKXETXF","3NHFUH6VDUEPD62P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000655 per ACU-Hour for first month retention monitored by Database Insights (Standard Mode) for Aurora-PostgreSQL Serverless in Africa (Cape Town)","2026-08-01","0","Inf","ACU-Hours","0.0006550000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Africa (Cape Town)","AWS Region",,,,"AFS1-CW:DatabaseInsights-Standard-FMR-ACU-Hours","Aurora-PostgreSQL:Serverless",,"Aurora-PostgreSQL","Serverless",,,"af-south-1","FMR","AmazonCloudWatch",,,
"3NYJ5UKDQHJQY9G7","JRTCKXETXF","3NYJ5UKDQHJQY9G7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000096 per vCPU-Hour for each additional month retention monitored by Database Insights (Standard Mode) for Aurora-MySQL Provisioned in Asia Pacific (Mumbai)","2026-08-01","0","Inf","vCPU-Hours","0.0000960000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Mumbai)","AWS Region",,,,"APS3-CW:DatabaseInsights-Standard-AMR-vCPU-Hours","Aurora-MySQL:Provisioned",,"Aurora-MySQL","Provisioned",,,"ap-south-1","AMR","AmazonCloudWatch",,,
"3P224Y67KB9SBE6H","JRTCKXETXF","3P224Y67KB9SBE6H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01 per resource monitored by Internet Monitor per hour in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","Internet Monitor - Monitored Resource","0.0100000000","USD",,,"AmazonCloudWatch","Asia Pacific (Hyderabad)","AWS Region",,"CW-InternetMonitor","CloudWatch Internet Monitor","APS5-CW:InternetMonitor-MonitoredResource","putMonitoredResource",,,,,,"ap-south-2",,"AmazonCloudWatch",,,
"3P5AVRUG9XVHW7QV","JRTCKXETXF","3P5AVRUG9XVHW7QV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10 per Alarm in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","Alarms","0.1000000000","USD",,"Alarm","AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"PromQL Alarm","CloudWatch Alarms Evaluating PromQL Queries","APE1-CW:PromQLAlarmMonitorUsage","","Standard",,,,,"ap-east-1",,"AmazonCloudWatch",,,
"3PUXZHGSPW72QDHM","JRTCKXETXF","3PUXZHGSPW72QDHM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0125 per vCPU-Hour monitored by Database Insights for Aurora-MySQL provisioned databases in Asia Pacific (Jakarta)","2026-08-01","0","Inf","vCPU-Hours","0.0125000000","USD",,"CloudWatch Database Insights","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"CW-DatabaseInsights","Granular database and SQL query metrics in a curated observability experience for Amazon Aurora and RDS databases","APS4-CW:DatabaseInsights-vCPU-Hours","Aurora-MySQL:Provisioned",,"Aurora-MySQL","Provisioned",,,"ap-southeast-3",,"AmazonCloudWatch",,,
"3Q73U9ZHRERYQ3UC","JRTCKXETXF","3Q73U9ZHRERYQ3UC.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.35 per GB for the first 10TB of APS4-VendedLogIA-Bytes-WAFLogs in Asia Pacific (Jakarta)","2026-08-01","0","10240","GB","0.3500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"IA Vended ingested logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APS4-VendedLogIA-Bytes-WAFLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-3",,"AmazonCloudWatch",,,"Current"
"3Q73U9ZHRERYQ3UC","JRTCKXETXF","3Q73U9ZHRERYQ3UC.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.21 per GB for the next 20TB of APS4-VendedLogIA-Bytes-WAFLogs in Asia Pacific (Jakarta)","2026-08-01","10240","30720","GB","0.2100000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"IA Vended ingested logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APS4-VendedLogIA-Bytes-WAFLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-3",,"AmazonCloudWatch",,,"Current"
"3Q73U9ZHRERYQ3UC","JRTCKXETXF","3Q73U9ZHRERYQ3UC.JRTCKXETXF.AMET9K77J3","OnDemand","$0.105 per GB for the next 20TB of APS4-VendedLogIA-Bytes-WAFLogs in Asia Pacific (Jakarta)","2026-08-01","30720","51200","GB","0.1050000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"IA Vended ingested logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APS4-VendedLogIA-Bytes-WAFLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-3",,"AmazonCloudWatch",,,"Current"
"3Q73U9ZHRERYQ3UC","JRTCKXETXF","3Q73U9ZHRERYQ3UC.JRTCKXETXF.AQTKZ3QBDA","OnDemand","$0.07 per GB for over 50TB of APS4-VendedLogIA-Bytes-WAFLogs in Asia Pacific (Jakarta)","2026-08-01","51200","Inf","GB","0.0700000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Jakarta)","AWS Region",,"IA Vended ingested logs","Log delivered from AWS WAF to CloudWatch Logs - IA","APS4-VendedLogIA-Bytes-WAFLogs","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-southeast-3",,"AmazonCloudWatch",,,"Current"
"3Q7P3FT4GGXBDBBG","JRTCKXETXF","3Q7P3FT4GGXBDBBG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.00 per hundred thousand Events for CloudWatch RUM events in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","Events","0.0000100000","USD",,,"AmazonCloudWatch","Asia Pacific (Hong Kong)","AWS Region",,"CW-RUM","CloudWatch RUM events","APE1-CW:RUM-events","PutRumEvents",,,,,,"ap-east-1",,"AmazonCloudWatch",,,
"3Q9XF9KX2PPB3GJW","JRTCKXETXF","3Q9XF9KX2PPB3GJW.JRTCKXETXF.ZN357FEBCK","OnDemand","$0.21 per million Observations ingested for the first 1B Observations in Mexico (Central)","2026-08-01","0","1000000000","Observations","0.0000002100","USD",,"Metric","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Enhanced Container Insights","Granular metrics and high level health and performance visibility across your containers","MXC1-CW:ObservationUsage","ObservationCount:CI-EKS",,,,,,"mx-central-1",,"AmazonCloudWatch",,,
"3Q9XF9KX2PPB3GJW","JRTCKXETXF","3Q9XF9KX2PPB3GJW.JRTCKXETXF.3AJVXREU4D","OnDemand","$0.18 per million Observations ingested for the next 3B Observations in Mexico (Central)","2026-08-01","1000000000","4000000000","Observations","0.0000001800","USD",,"Metric","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Enhanced Container Insights","Granular metrics and high level health and performance visibility across your containers","MXC1-CW:ObservationUsage","ObservationCount:CI-EKS",,,,,,"mx-central-1",,"AmazonCloudWatch",,,
"3Q9XF9KX2PPB3GJW","JRTCKXETXF","3Q9XF9KX2PPB3GJW.JRTCKXETXF.NJRH3UP9PJ","OnDemand","$0.10 per million Observations ingested for over 4B Observations in Mexico (Central)","2026-08-01","4000000000","Inf","Observations","0.0000001000","USD",,"Metric","AmazonCloudWatch","Mexico (Central)","AWS Region",,"Enhanced Container Insights","Granular metrics and high level health and performance visibility across your containers","MXC1-CW:ObservationUsage","ObservationCount:CI-EKS",,,,,,"mx-central-1",,"AmazonCloudWatch",,,
"3QNCYBJPMHGVX4CR","JRTCKXETXF","3QNCYBJPMHGVX4CR.JRTCKXETXF.Q3Z75P77EN","OnDemand","$0.50 per GB for the first 10TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Taipei)","2026-08-01","0","10240","GB","0.5000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Taipei)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APE2-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-east-2",,"AmazonCloudWatch",,,"Current"
"3QNCYBJPMHGVX4CR","JRTCKXETXF","3QNCYBJPMHGVX4CR.JRTCKXETXF.JM86AE7V7B","OnDemand","$0.25 per GB for the next 20TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Taipei)","2026-08-01","10240","30720","GB","0.2500000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Taipei)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APE2-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-east-2",,"AmazonCloudWatch",,,"Current"
"3QNCYBJPMHGVX4CR","JRTCKXETXF","3QNCYBJPMHGVX4CR.JRTCKXETXF.AMET9K77J3","OnDemand","$0.10 per GB for the next 20TB of vended log data ingested to CloudWatch logs per month in Asia Pacific (Taipei)","2026-08-01","30720","51200","GB","0.1000000000","USD","SSNSJENVU973ECHE","Data Payload","AmazonCloudWatch","Asia Pacific (Taipei)","AWS Region",,"Ingested Logs","Log files generated by AWS services","APE2-VendedLog-Bytes","PutLogEvents",,,,"Amazon CloudWatch Logs",,"ap-east-2",,"AmazonCloudWatch",,,"Current"
