"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Tenancy","usageType","operation","CapabilityType","CPUType","EKSCapabilityUnits","EKSProductType","InstanceType","MemoryType","Region Code","serviceName","StorageType","TierType"
"2225WGUCQCD4SD39","JRTCKXETXF","2225WGUCQCD4SD39.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.26389 per hour for EKS Auto Mode management of c8g.12xlarge in Asia Pacific (Jakarta)","2026-08-01","0","Inf","hours","0.2638900000","USD","Compute","AmazonEKS","Asia Pacific (Jakarta)","AWS Region",,"APS4-EKS-Auto:c8g.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8g.12xlarge",,"ap-southeast-3","Amazon Elastic Container Service for Kubernetes",,
"224WR9W8BGJDMYRM","JRTCKXETXF","224WR9W8BGJDMYRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.08592 per hour for EKS Auto Mode management of r5n.2xlarge in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.0859200000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:r5n.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5n.2xlarge",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"2267YPQQMJBUZ3TH","JRTCKXETXF","2267YPQQMJBUZ3TH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03411 per hour for EKS Auto Mode management of r8g.xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0341100000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:r8g.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"226RCK563VCN8ZMR","JRTCKXETXF","226RCK563VCN8ZMR.JRTCKXETXF.6YS6EN2CT7","OnDemand","AWS Fargate - vCPU - Africa (Cape Town","2026-08-01","0","Inf","hours","0.0546000000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region","Shared","AFS1-Fargate-vCPU-Hours:perCPU","",,"perCPU",,,,,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"227N2897YU8GE686","JRTCKXETXF","227N2897YU8GE686.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29244 per hour for EKS Auto Mode management of d3.4xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.2924400000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:d3.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","d3.4xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"22C9DRWMRWDBF7Q2","JRTCKXETXF","22C9DRWMRWDBF7Q2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02155 per hour for EKS Auto Mode management of r7gd.large in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.0215500000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:r7gd.large-management-hours","EKSAutoUsage",,,,"AutoMode","r7gd.large",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"22F7BG8WAFEAMYKX","JRTCKXETXF","22F7BG8WAFEAMYKX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.65088 per hour for EKS Auto Mode management of z1d.12xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","0.6508800000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:z1d.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","z1d.12xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"22FTXT28H25FUMM3","JRTCKXETXF","22FTXT28H25FUMM3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05148 per hour for EKS Auto Mode management of c7i.2xlarge in Middle East (UAE)","2026-08-01","0","Inf","hours","0.0514800000","USD","Compute","AmazonEKS","Middle East (UAE)","AWS Region",,"MEC1-EKS-Auto:c7i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7i.2xlarge",,"me-central-1","Amazon Elastic Container Service for Kubernetes",,
"22JW7JEEMGMDAQWB","JRTCKXETXF","22JW7JEEMGMDAQWB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.22322 per hour for EKS Auto Mode management of m8i-flex.8xlarge in EU (London)","2026-08-01","0","Inf","hours","0.2232200000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:m8i-flex.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i-flex.8xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"22NYY9T8ZV56APPZ","JRTCKXETXF","22NYY9T8ZV56APPZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01613 per hour for EKS Auto Mode management of c6in.large in EU (Paris)","2026-08-01","0","Inf","hours","0.0161300000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:c6in.large-management-hours","EKSAutoUsage",,,,"AutoMode","c6in.large",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"22PAJ7YPSBCQ863M","JRTCKXETXF","22PAJ7YPSBCQ863M.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.37164 per hour for EKS Auto Mode management of r8g.12xlarge in Canada (Central)","2026-08-01","0","Inf","hours","0.3716400000","USD","Compute","AmazonEKS","Canada (Central)","AWS Region",,"CAN1-EKS-Auto:r8g.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.12xlarge",,"ca-central-1","Amazon Elastic Container Service for Kubernetes",,
"22PFNRCKJ4SF79GE","JRTCKXETXF","22PFNRCKJ4SF79GE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.29254 per hour for EKS Auto Mode management of m8g.48xlarge in Asia Pacific (Melbourne)","2026-08-01","0","Inf","hours","1.2925400000","USD","Compute","AmazonEKS","Asia Pacific (Melbourne)","AWS Region",,"APS6-EKS-Auto:m8g.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.48xlarge",,"ap-southeast-4","Amazon Elastic Container Service for Kubernetes",,
"22ST7HN4RDQ9WR5B","JRTCKXETXF","22ST7HN4RDQ9WR5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04285 per hour for EKS Auto Mode management of t3a.2xlarge in US West (N. California)","2026-08-01","0","Inf","hours","0.0428500000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:t3a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","t3a.2xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"22SUK446RTMYQYN2","JRTCKXETXF","22SUK446RTMYQYN2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.06384 per hour for EKS Auto Mode management of r4.2xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.0638400000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:r4.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r4.2xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"22UTR6K9XVW9UM3V","JRTCKXETXF","22UTR6K9XVW9UM3V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04848 per hour for EKS Auto Mode management of r5n.xlarge in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","hours","0.0484800000","USD","Compute","AmazonEKS","Asia Pacific (Hong Kong)","AWS Region",,"APE1-EKS-Auto:r5n.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5n.xlarge",,"ap-east-1","Amazon Elastic Container Service for Kubernetes",,
"22V49JERHXXJ2UNX","JRTCKXETXF","22V49JERHXXJ2UNX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.63722 per hour for EKS Auto Mode management of r8g.48xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","1.6372200000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:r8g.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.48xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"22V8ER3JD3VGP5QM","JRTCKXETXF","22V8ER3JD3VGP5QM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.52410 per hour for EKS Auto Mode management of r7i.metal-48xl in US East (N. Virginia)","2026-08-01","0","Inf","hours","1.5241000000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:r7i.metal-48xl-management-hours","EKSAutoUsage",,,,"AutoMode","r7i.metal-48xl",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"22W9YWP5XP7CSXUA","JRTCKXETXF","22W9YWP5XP7CSXUA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Amazon EKS extended support usage in AWS GovCloud (US-East)","2026-08-01","0","Inf","Hours","0.5000000000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-AmazonEKS-Hours:extendedSupport","ExtendedSupport",,,,,,,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,"HAExtended"
"22X4PKF4UCKGYQX4","JRTCKXETXF","22X4PKF4UCKGYQX4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.09604 per hour for EKS Auto Mode management of c8g.4xlarge in Asia Pacific (Osaka)","2026-08-01","0","Inf","hours","0.0960400000","USD","Compute","AmazonEKS","Asia Pacific (Osaka)","AWS Region",,"APN3-EKS-Auto:c8g.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8g.4xlarge",,"ap-northeast-3","Amazon Elastic Container Service for Kubernetes",,
"2369S43XGTHURWJ9","JRTCKXETXF","2369S43XGTHURWJ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.8213 per hour for EKS Auto Mode management of c8i.32xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.8213000000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:c8i.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8i.32xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"236PAQBXZJ6BYM3D","JRTCKXETXF","236PAQBXZJ6BYM3D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16224 per hour for EKS Auto Mode management of r5d.4xlarge in EU (London)","2026-08-01","0","Inf","hours","0.1622400000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:r5d.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5d.4xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"236Q65CUKP74CJ5R","JRTCKXETXF","236Q65CUKP74CJ5R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04927 per hour for EKS Auto Mode management of c7a.2xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.0492700000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:c7a.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7a.2xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"237FEX5XMA4ADVMG","JRTCKXETXF","237FEX5XMA4ADVMG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.00800 per hour for EKS Auto Mode management of r5d.metal in Asia Pacific (Hong Kong)","2026-08-01","0","Inf","hours","1.0080000000","USD","Compute","AmazonEKS","Asia Pacific (Hong Kong)","AWS Region",,"APE1-EKS-Auto:r5d.metal-management-hours","EKSAutoUsage",,,,"AutoMode","r5d.metal",,"ap-east-1","Amazon Elastic Container Service for Kubernetes",,
"237FV7MBDNAN6C8Q","JRTCKXETXF","237FV7MBDNAN6C8Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05663 per hour for EKS Auto Mode management of m8i.2xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.0566300000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:m8i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i.2xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"238A3R8NRVN3MSXA","JRTCKXETXF","238A3R8NRVN3MSXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.88128 per hour for EKS Auto Mode management of m5.metal in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.8812800000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:m5.metal-management-hours","EKSAutoUsage",,,,"AutoMode","m5.metal",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"23AE78RW2DYFESHH","JRTCKXETXF","23AE78RW2DYFESHH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31795 per hour for EKS Auto Mode management of r6g.12xlarge in Canada (Central)","2026-08-01","0","Inf","hours","0.3179500000","USD","Compute","AmazonEKS","Canada (Central)","AWS Region",,"CAN1-EKS-Auto:r6g.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6g.12xlarge",,"ca-central-1","Amazon Elastic Container Service for Kubernetes",,
"23AEEDYH25F8VD5P","JRTCKXETXF","23AEEDYH25F8VD5P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.37440 per hour for EKS Auto Mode management of r6i.12xlarge in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","hours","0.3744000000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-EKS-Auto:r6i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6i.12xlarge",,"ap-south-2","Amazon Elastic Container Service for Kubernetes",,
"23AH8N85SZYQ4SWF","JRTCKXETXF","23AH8N85SZYQ4SWF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18432 per hour for EKS Auto Mode management of m5.8xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.1843200000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m5.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5.8xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"23APF2V7AKJMGRAT","JRTCKXETXF","23APF2V7AKJMGRAT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.72576 per hour for EKS Auto Mode management of r5.24xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.7257600000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:r5.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5.24xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"23B8ACA38TVRM9UY","JRTCKXETXF","23B8ACA38TVRM9UY.JRTCKXETXF.6YS6EN2CT7","OnDemand","AWS Fargate - Ephemeral Storage - Asia Pacific (Hyderabad)","2026-08-01","0","Inf","GB-Hours","0.0001270000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-Fargate-EphemeralStorage-GB-Hours","",,,,,,,"ap-south-2","Amazon Elastic Container Service for Kubernetes","default",
"23C73JAJA2HT3C8V","JRTCKXETXF","23C73JAJA2HT3C8V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.3865 per hour for EKS Auto Mode management of i8g.8xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.3865000000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:i8g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i8g.8xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"23C7W4KJ68YGF46E","JRTCKXETXF","23C7W4KJ68YGF46E.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.74016 per hour for EKS Auto Mode management of i3en.12xlarge in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.7401600000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:i3en.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.12xlarge",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"23CPXJHQN884SBK6","JRTCKXETXF","23CPXJHQN884SBK6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.84144 per hour for EKS Auto Mode management of x2iedn.32xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","3.8414400000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:x2iedn.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x2iedn.32xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"23EW3YB2D4EG6VAY","JRTCKXETXF","23EW3YB2D4EG6VAY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.36864 per hour for EKS Auto Mode management of c6gd.metal in US West (N. California)","2026-08-01","0","Inf","hours","0.3686400000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:c6gd.metal-management-hours","EKSAutoUsage",,,,"AutoMode","c6gd.metal",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"23F32NTG8VXWBKJ6","JRTCKXETXF","23F32NTG8VXWBKJ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01800 per hour for EKS Auto Mode management of m5d.large in Africa (Cape Town)","2026-08-01","0","Inf","hours","0.0180000000","USD","Compute","AmazonEKS","Africa (Cape Town)","AWS Region",,"AFS1-EKS-Auto:m5d.large-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.large",,"af-south-1","Amazon Elastic Container Service for Kubernetes",,
"23FCP3CXBS8Q6Q6T","JRTCKXETXF","23FCP3CXBS8Q6Q6T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.77053 per hour for EKS Auto Mode management of c8i.32xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.7705300000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:c8i.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8i.32xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"23G2HPKCT286G7GH","JRTCKXETXF","23G2HPKCT286G7GH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.28032 per hour for EKS Auto Mode management of c6g.16xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.2803200000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:c6g.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6g.16xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"23HCRFMTFKDPSDX4","JRTCKXETXF","23HCRFMTFKDPSDX4.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.65 per Hour for XL Provisioned Tier in US West (N. California)","2026-08-01","0","Inf","Hours","1.6500000000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-AmazonEKS-Hours:XL-ProvisionedTier","ProvisionedControlPlaneUsage",,,,,,,"us-west-1","Amazon Elastic Container Service for Kubernetes",,"HAProvisionedXL"
"23HFVDS2C67JZ8GW","JRTCKXETXF","23HFVDS2C67JZ8GW.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.34886 per hour for EKS Auto Mode management of r6id.8xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.3488600000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:r6id.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.8xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"23KAVRHPQ48PM83F","JRTCKXETXF","23KAVRHPQ48PM83F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00692 per hour for EKS Auto Mode management of m8gd.medium in US West (Oregon)","2026-08-01","0","Inf","hours","0.0069200000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:m8gd.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m8gd.medium",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"23NTGG8Y3EMZ5AN5","JRTCKXETXF","23NTGG8Y3EMZ5AN5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21356 per hour for EKS Auto Mode management of x8g.4xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.2135600000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:x8g.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x8g.4xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"23QWSBJ6YBX85FCU","JRTCKXETXF","23QWSBJ6YBX85FCU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.52224 per hour for EKS Auto Mode management of r5a.16xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.5222400000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:r5a.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5a.16xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"23R746SVHDD46BZ3","JRTCKXETXF","23R746SVHDD46BZ3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03432 per hour for EKS Auto Mode management of m5d.xlarge in AWS GovCloud (US-East)","2026-08-01","0","Inf","hours","0.0343200000","USD","Compute","AmazonEKS","AWS GovCloud (US-East)","AWS Region",,"UGE1-EKS-Auto:m5d.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.xlarge",,"us-gov-east-1","Amazon Elastic Container Service for Kubernetes",,
"23R8YVF5PAWF6655","JRTCKXETXF","23R8YVF5PAWF6655.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.55498 per hour for EKS Auto Mode management of m5zn.12xlarge in US West (N. California)","2026-08-01","0","Inf","hours","0.5549800000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:m5zn.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5zn.12xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"23SDUS2VT79QWWU2","JRTCKXETXF","23SDUS2VT79QWWU2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78564 per hour for EKS Auto Mode management of i3.16xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.7856400000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:i3.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.16xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"23TSPWY6XFEJDKFH","JRTCKXETXF","23TSPWY6XFEJDKFH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.43085 per hour for EKS Auto Mode management of m8g.16xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.4308500000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m8g.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8g.16xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"23TY6FZF6B4RYBUF","JRTCKXETXF","23TY6FZF6B4RYBUF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14108 per hour for EKS Auto Mode management of r8gd.4xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.1410800000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:r8gd.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8gd.4xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"23UNK837J2BH7HS8","JRTCKXETXF","23UNK837J2BH7HS8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.23990 per hour for EKS Auto Mode management of c6i.12xlarge in Asia Pacific (Malaysia)","2026-08-01","0","Inf","hours","0.2399000000","USD","Compute","AmazonEKS","Asia Pacific (Malaysia)","AWS Region",,"APS7-EKS-Auto:c6i.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6i.12xlarge",,"ap-southeast-5","Amazon Elastic Container Service for Kubernetes",,
"23URPP5MHP7QPD6U","JRTCKXETXF","23URPP5MHP7QPD6U.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00803 per hour for EKS Auto Mode management of c8gn.medium in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.0080300000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:c8gn.medium-management-hours","EKSAutoUsage",,,,"AutoMode","c8gn.medium",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"23VFU3UXJWMV8QG5","JRTCKXETXF","23VFU3UXJWMV8QG5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.65 per Hour for XL Provisioned Tier in Asia Pacific (Thailand)","2026-08-01","0","Inf","Hours","1.6500000000","USD","Compute","AmazonEKS","Asia Pacific (Thailand)","AWS Region",,"APS9-AmazonEKS-Hours:XL-ProvisionedTier","ProvisionedControlPlaneUsage",,,,,,,"ap-southeast-7","Amazon Elastic Container Service for Kubernetes",,"HAProvisionedXL"
"23VZ57RMYDKEN6UX","JRTCKXETXF","23VZ57RMYDKEN6UX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29518 per hour for EKS Auto Mode management of inf2.8xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.2951800000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:inf2.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","inf2.8xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"23XAPM2GX4Y4FQ8G","JRTCKXETXF","23XAPM2GX4Y4FQ8G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.35475 per hour for EKS Auto Mode management of m7i.48xlarge in US West (N. California)","2026-08-01","0","Inf","hours","1.3547500000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:m7i.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7i.48xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"2429YUYHZ7YCRNNG","JRTCKXETXF","2429YUYHZ7YCRNNG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.69942 per hour for EKS Auto Mode management of c8gn.16xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.6994200000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:c8gn.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8gn.16xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"243GZNPUXJT63DM8","JRTCKXETXF","243GZNPUXJT63DM8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.01672 per hour for EKS Auto Mode management of x2idn.32xlarge in EU (Paris)","2026-08-01","0","Inf","hours","2.0167200000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:x2idn.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x2idn.32xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
