"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","Tenancy","usageType","operation","CapabilityType","CPUType","EKSCapabilityUnits","EKSProductType","InstanceType","MemoryType","Region Code","serviceName","StorageType","TierType"
"NB9HYQ5K79TGZA27","JRTCKXETXF","NB9HYQ5K79TGZA27.JRTCKXETXF.Z7MKTGF6VF","OnDemand","USD0.02 per vCPU-Hour for Amazon EKS Hybrid Nodes usage in EU (Ireland)","2026-08-01","0","576000","vCPU-Hours","0.0200000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-AmazonEKSHybridNodes-Hours:pervCPU","HybridNodesUsage",,,,"HybridNodes",,,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NB9HYQ5K79TGZA27","JRTCKXETXF","NB9HYQ5K79TGZA27.JRTCKXETXF.TYETGNHRPH","OnDemand","USD0.014 per vCPU-Hour for Amazon EKS Hybrid Nodes usage in EU (Ireland)","2026-08-01","576000","1152000","vCPU-Hours","0.0140000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-AmazonEKSHybridNodes-Hours:pervCPU","HybridNodesUsage",,,,"HybridNodes",,,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NB9HYQ5K79TGZA27","JRTCKXETXF","NB9HYQ5K79TGZA27.JRTCKXETXF.598JQR6V47","OnDemand","USD0.01 per vCPU-Hour for Amazon EKS Hybrid Nodes usage in EU (Ireland)","2026-08-01","1152000","5760000","vCPU-Hours","0.0100000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-AmazonEKSHybridNodes-Hours:pervCPU","HybridNodesUsage",,,,"HybridNodes",,,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NB9HYQ5K79TGZA27","JRTCKXETXF","NB9HYQ5K79TGZA27.JRTCKXETXF.E6QA4N6S8T","OnDemand","USD0.008 per vCPU-Hour for Amazon EKS Hybrid Nodes usage in EU (Ireland)","2026-08-01","5760000","11520000","vCPU-Hours","0.0080000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-AmazonEKSHybridNodes-Hours:pervCPU","HybridNodesUsage",,,,"HybridNodes",,,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NB9HYQ5K79TGZA27","JRTCKXETXF","NB9HYQ5K79TGZA27.JRTCKXETXF.QJE85AF653","OnDemand","USD0.006 per vCPU-Hour for Amazon EKS Hybrid Nodes usage in EU (Ireland)","2026-08-01","11520000","Inf","vCPU-Hours","0.0060000000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-AmazonEKSHybridNodes-Hours:pervCPU","HybridNodesUsage",,,,"HybridNodes",,,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NBBFSRBC7G5CZKG3","JRTCKXETXF","NBBFSRBC7G5CZKG3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$2.32092 per hour for EKS Auto Mode management of x2idn.32xlarge in Asia Pacific (Melbourne)","2026-08-01","0","Inf","hours","2.3209200000","USD","Compute","AmazonEKS","Asia Pacific (Melbourne)","AWS Region",,"APS6-EKS-Auto:x2idn.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x2idn.32xlarge",,"ap-southeast-4","Amazon Elastic Container Service for Kubernetes",,
"NBBTSJ22XW3RVYXC","JRTCKXETXF","NBBTSJ22XW3RVYXC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04070 per hour for EKS Auto Mode management of c7i-flex.2xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.0407000000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:c7i-flex.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c7i-flex.2xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"NBE4GFGXNSJMHERS","JRTCKXETXF","NBE4GFGXNSJMHERS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02776 per hour for EKS Auto Mode management of c8gn.xlarge in Asia Pacific (Malaysia)","2026-08-01","0","Inf","hours","0.0277600000","USD","Compute","AmazonEKS","Asia Pacific (Malaysia)","AWS Region",,"APS7-EKS-Auto:c8gn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c8gn.xlarge",,"ap-southeast-5","Amazon Elastic Container Service for Kubernetes",,
"NBFUZC569YJ6QDHY","JRTCKXETXF","NBFUZC569YJ6QDHY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$3.86104 per hour for EKS Auto Mode management of r8i.metal-96xl in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","3.8610400000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:r8i.metal-96xl-management-hours","EKSAutoUsage",,,,"AutoMode","r8i.metal-96xl",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"NBHSR3RMS3YQM357","JRTCKXETXF","NBHSR3RMS3YQM357.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.005778 per KRO Capability Hour in Mexico (Central)","2026-08-01","0","Inf","Hours","0.0057780000","USD","Compute","AmazonEKS","Mexico (Central)","AWS Region",,"MXC1-AmazonEKSCapabilities-KRO-Hours:perCapability","KROUsage","KRO",,"Hours:perCapability",,,,"mx-central-1","Amazon Elastic Container Service for Kubernetes",,
"NBJ6QPJSXFTQ97BX","JRTCKXETXF","NBJ6QPJSXFTQ97BX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00665 per hour for EKS Auto Mode management of t3.medium in Asia Pacific (New Zealand)","2026-08-01","0","Inf","hours","0.0066500000","USD","Compute","AmazonEKS","Asia Pacific (New Zealand)","AWS Region",,"APS8-EKS-Auto:t3.medium-management-hours","EKSAutoUsage",,,,"AutoMode","t3.medium",,"ap-southeast-6","Amazon Elastic Container Service for Kubernetes",,
"NBJ9ZKWTJGRKQS5J","JRTCKXETXF","NBJ9ZKWTJGRKQS5J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00678 per hour for EKS Auto Mode management of m6gd.medium in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.0067800000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m6gd.medium-management-hours","EKSAutoUsage",,,,"AutoMode","m6gd.medium",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"NBJCKJYXVE2UXRSY","JRTCKXETXF","NBJCKJYXVE2UXRSY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.24586 per hour for EKS Auto Mode management of m8a.8xlarge in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","hours","0.2458600000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-EKS-Auto:m8a.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8a.8xlarge",,"ap-south-2","Amazon Elastic Container Service for Kubernetes",,
"NBM9QVDF9XCWDXTN","JRTCKXETXF","NBM9QVDF9XCWDXTN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.33540 per hour for EKS Auto Mode management of m7a.48xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","1.3354000000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:m7a.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7a.48xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"NBMRE9XQQDEFZ9N7","JRTCKXETXF","NBMRE9XQQDEFZ9N7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00667 per hour for EKS Auto Mode management of c8gd.medium in EU (Ireland)","2026-08-01","0","Inf","hours","0.0066700000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:c8gd.medium-management-hours","EKSAutoUsage",,,,"AutoMode","c8gd.medium",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
"NBNQVD3Y4CHUMB9V","JRTCKXETXF","NBNQVD3Y4CHUMB9V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.70272 per hour for EKS Auto Mode management of m5d.metal in Asia Pacific (Mumbai)","2026-08-01","0","Inf","hours","0.7027200000","USD","Compute","AmazonEKS","Asia Pacific (Mumbai)","AWS Region",,"APS3-EKS-Auto:m5d.metal-management-hours","EKSAutoUsage",,,,"AutoMode","m5d.metal",,"ap-south-1","Amazon Elastic Container Service for Kubernetes",,
"NBPY9Z3ANMY2437P","JRTCKXETXF","NBPY9Z3ANMY2437P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.29263 per hour for EKS Auto Mode management of g7e.24xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","1.2926300000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:g7e.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","g7e.24xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"NBSUH26PJMEVZZQ2","JRTCKXETXF","NBSUH26PJMEVZZQ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11597 per hour for EKS Auto Mode management of r8g.4xlarge in Asia Pacific (Thailand)","2026-08-01","0","Inf","hours","0.1159700000","USD","Compute","AmazonEKS","Asia Pacific (Thailand)","AWS Region",,"APS9-EKS-Auto:r8g.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.4xlarge",,"ap-southeast-7","Amazon Elastic Container Service for Kubernetes",,
"NBUU55X52HK328NJ","JRTCKXETXF","NBUU55X52HK328NJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03415 per hour for EKS Auto Mode management of c6in.xlarge in Europe (Zurich)","2026-08-01","0","Inf","hours","0.0341500000","USD","Compute","AmazonEKS","Europe (Zurich)","AWS Region",,"EUC2-EKS-Auto:c6in.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6in.xlarge",,"eu-central-2","Amazon Elastic Container Service for Kubernetes",,
"NBV2RX5XDUE8CP4A","JRTCKXETXF","NBV2RX5XDUE8CP4A.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11616 per hour for EKS Auto Mode management of m6i.4xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.1161600000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:m6i.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6i.4xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"NBVJ9XMCHMS2JKCH","JRTCKXETXF","NBVJ9XMCHMS2JKCH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.01411 per hour for EKS Auto Mode management of m7i.large in EU (Paris)","2026-08-01","0","Inf","hours","0.0141100000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:m7i.large-management-hours","EKSAutoUsage",,,,"AutoMode","m7i.large",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"NBXSGJGURPDHR74P","JRTCKXETXF","NBXSGJGURPDHR74P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.77414 per hour for EKS Auto Mode management of c6id.32xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.7741400000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:c6id.32xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6id.32xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"NBXTZAV3C7G6FSZ6","JRTCKXETXF","NBXTZAV3C7G6FSZ6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02856 per hour for EKS Auto Mode management of r7g.xlarge in US West (N. California)","2026-08-01","0","Inf","hours","0.0285600000","USD","Compute","AmazonEKS","US West (N. California)","AWS Region",,"USW1-EKS-Auto:r7g.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7g.xlarge",,"us-west-1","Amazon Elastic Container Service for Kubernetes",,
"NBZ6DGQ3UQ63GD6Y","JRTCKXETXF","NBZ6DGQ3UQ63GD6Y.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.57312 per hour for EKS Auto Mode management of r5dn.12xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.5731200000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:r5dn.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5dn.12xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"NC2KWMCYC3C84TFD","JRTCKXETXF","NC2KWMCYC3C84TFD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.31910 per hour for EKS Auto Mode management of m6gd.12xlarge in Middle East (UAE)","2026-08-01","0","Inf","hours","0.3191000000","USD","Compute","AmazonEKS","Middle East (UAE)","AWS Region",,"MEC1-EKS-Auto:m6gd.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6gd.12xlarge",,"me-central-1","Amazon Elastic Container Service for Kubernetes",,
"NC37ZXSY3PZTCZRM","JRTCKXETXF","NC37ZXSY3PZTCZRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.59414 per hour for EKS Auto Mode management of r8g.metal-48xl in EU (Paris)","2026-08-01","0","Inf","hours","1.5941400000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:r8g.metal-48xl-management-hours","EKSAutoUsage",,,,"AutoMode","r8g.metal-48xl",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"NC4UKQD2A6XBFJEE","JRTCKXETXF","NC4UKQD2A6XBFJEE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71124 per hour for EKS Auto Mode management of m8i.24xlarge in EU (Paris)","2026-08-01","0","Inf","hours","0.7112400000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:m8i.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i.24xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"NC588F3AKHNDW7VD","JRTCKXETXF","NC588F3AKHNDW7VD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.14515 per hour for EKS Auto Mode management of r6id.4xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.1451500000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:r6id.4xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r6id.4xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"NC5KWXHWVUKP42ZG","JRTCKXETXF","NC5KWXHWVUKP42ZG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02064 per hour for EKS Auto Mode management of c5ad.xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.0206400000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:c5ad.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5ad.xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"NC64AR4UP7EMR7GH","JRTCKXETXF","NC64AR4UP7EMR7GH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.51488 per hour for EKS Auto Mode management of i3en.24xlarge in EU (Paris)","2026-08-01","0","Inf","hours","1.5148800000","USD","Compute","AmazonEKS","EU (Paris)","AWS Region",,"EUW3-EKS-Auto:i3en.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3en.24xlarge",,"eu-west-3","Amazon Elastic Container Service for Kubernetes",,
"NC6F63EV5U3BKC32","JRTCKXETXF","NC6F63EV5U3BKC32.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00656 per hour for EKS Auto Mode management of r6g.medium in Asia Pacific (Taipei)","2026-08-01","0","Inf","hours","0.0065600000","USD","Compute","AmazonEKS","Asia Pacific (Taipei)","AWS Region",,"APE2-EKS-Auto:r6g.medium-management-hours","EKSAutoUsage",,,,"AutoMode","r6g.medium",,"ap-east-2","Amazon Elastic Container Service for Kubernetes",,
"NC6QR228QRAU8RJM","JRTCKXETXF","NC6QR228QRAU8RJM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05760 per hour for EKS Auto Mode management of m4.2xlarge in EU (Frankfurt)","2026-08-01","0","Inf","hours","0.0576000000","USD","Compute","AmazonEKS","EU (Frankfurt)","AWS Region",,"EUC1-EKS-Auto:m4.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m4.2xlarge",,"eu-central-1","Amazon Elastic Container Service for Kubernetes",,
"NC9TTTGDBGYBFN9F","JRTCKXETXF","NC9TTTGDBGYBFN9F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.29952 per hour for EKS Auto Mode management of i3.8xlarge in US East (N. Virginia)","2026-08-01","0","Inf","hours","0.2995200000","USD","Compute","AmazonEKS","US East (N. Virginia)","AWS Region",,"EKS-Auto:i3.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i3.8xlarge",,"us-east-1","Amazon Elastic Container Service for Kubernetes",,
"NCBCX7V2KD7T5TPK","JRTCKXETXF","NCBCX7V2KD7T5TPK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.05171 per hour for EKS Auto Mode management of r7gd.xlarge in South America (Sao Paulo)","2026-08-01","0","Inf","hours","0.0517100000","USD","Compute","AmazonEKS","South America (Sao Paulo)","AWS Region",,"SAE1-EKS-Auto:r7gd.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7gd.xlarge",,"sa-east-1","Amazon Elastic Container Service for Kubernetes",,
"NCCXQADKSGDD2G7Q","JRTCKXETXF","NCCXQADKSGDD2G7Q.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04596 per hour for EKS Auto Mode management of m7i-flex.2xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.0459600000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m7i-flex.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7i-flex.2xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"NCD8JMDNP3GNMVSF","JRTCKXETXF","NCD8JMDNP3GNMVSF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.84067 per hour for EKS Auto Mode management of m6id.24xlarge in Asia Pacific (Seoul)","2026-08-01","0","Inf","hours","0.8406700000","USD","Compute","AmazonEKS","Asia Pacific (Seoul)","AWS Region",,"APN2-EKS-Auto:m6id.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m6id.24xlarge",,"ap-northeast-2","Amazon Elastic Container Service for Kubernetes",,
"NCDKXYBAYPX737DJ","JRTCKXETXF","NCDKXYBAYPX737DJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.24238 per hour for EKS Auto Mode management of c6gn.12xlarge in Asia Pacific (Thailand)","2026-08-01","0","Inf","hours","0.2423800000","USD","Compute","AmazonEKS","Asia Pacific (Thailand)","AWS Region",,"APS9-EKS-Auto:c6gn.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gn.12xlarge",,"ap-southeast-7","Amazon Elastic Container Service for Kubernetes",,
"NCEWED4FVM96CNXT","JRTCKXETXF","NCEWED4FVM96CNXT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.45504 per hour for EKS Auto Mode management of r5ad.12xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.4550400000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:r5ad.12xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r5ad.12xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"NCFVFBA2H5Z6VB7X","JRTCKXETXF","NCFVFBA2H5Z6VB7X.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.36685 per hour for EKS Auto Mode management of i8ge.24xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","1.3668500000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:i8ge.24xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","i8ge.24xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"NCFW24ZFY7A74NP5","JRTCKXETXF","NCFW24ZFY7A74NP5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02563 per hour for EKS Auto Mode management of m7gd.xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.0256300000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m7gd.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m7gd.xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"NCGH73TM6VY99GJT","JRTCKXETXF","NCGH73TM6VY99GJT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02987 per hour for EKS Auto Mode management of i8ge.large in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0298700000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:i8ge.large-management-hours","EKSAutoUsage",,,,"AutoMode","i8ge.large",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"NCHRZSNKW9N48BD2","JRTCKXETXF","NCHRZSNKW9N48BD2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04848 per hour for EKS Auto Mode management of c6i.2xlarge in EU (Milan)","2026-08-01","0","Inf","hours","0.0484800000","USD","Compute","AmazonEKS","EU (Milan)","AWS Region",,"EUS1-EKS-Auto:c6i.2xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6i.2xlarge",,"eu-south-1","Amazon Elastic Container Service for Kubernetes",,
"NCKW3KVN589V935K","JRTCKXETXF","NCKW3KVN589V935K.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.28831 per hour for EKS Auto Mode management of r7g.16xlarge in Asia Pacific (Hyderabad)","2026-08-01","0","Inf","hours","0.2883100000","USD","Compute","AmazonEKS","Asia Pacific (Hyderabad)","AWS Region",,"APS5-EKS-Auto:r7g.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7g.16xlarge",,"ap-south-2","Amazon Elastic Container Service for Kubernetes",,
"NCMR92JVNQ4SADFK","JRTCKXETXF","NCMR92JVNQ4SADFK.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.18785 per hour for EKS Auto Mode management of m9g.8xlarge in US West (Oregon)","2026-08-01","0","Inf","hours","0.1878500000","USD","Compute","AmazonEKS","US West (Oregon)","AWS Region",,"USW2-EKS-Auto:m9g.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m9g.8xlarge",,"us-west-2","Amazon Elastic Container Service for Kubernetes",,
"NCN6PNHFZR3767JS","JRTCKXETXF","NCN6PNHFZR3767JS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.44064 per hour for EKS Auto Mode management of c5.18xlarge in AWS GovCloud (US-West)","2026-08-01","0","Inf","hours","0.4406400000","USD","Compute","AmazonEKS","AWS GovCloud (US-West)","AWS Region",,"UGW1-EKS-Auto:c5.18xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c5.18xlarge",,"us-gov-west-1","Amazon Elastic Container Service for Kubernetes",,
"NCQ8JNEB2GPDWHKH","JRTCKXETXF","NCQ8JNEB2GPDWHKH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.50803 per hour for EKS Auto Mode management of m8i.16xlarge in Asia Pacific (Singapore)","2026-08-01","0","Inf","hours","0.5080300000","USD","Compute","AmazonEKS","Asia Pacific (Singapore)","AWS Region",,"APS1-EKS-Auto:m8i.16xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m8i.16xlarge",,"ap-southeast-1","Amazon Elastic Container Service for Kubernetes",,
"NCRCWH3UVQ4S7JM2","JRTCKXETXF","NCRCWH3UVQ4S7JM2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.07615 per hour for EKS Auto Mode management of x8i.xlarge in Asia Pacific (Tokyo)","2026-08-01","0","Inf","hours","0.0761500000","USD","Compute","AmazonEKS","Asia Pacific (Tokyo)","AWS Region",,"APN1-EKS-Auto:x8i.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","x8i.xlarge",,"ap-northeast-1","Amazon Elastic Container Service for Kubernetes",,
"NCSH65JWG8576SGA","JRTCKXETXF","NCSH65JWG8576SGA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03883 per hour for EKS Auto Mode management of r7a.xlarge in EU (Stockholm)","2026-08-01","0","Inf","hours","0.0388300000","USD","Compute","AmazonEKS","EU (Stockholm)","AWS Region",,"EUN1-EKS-Auto:r7a.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","r7a.xlarge",,"eu-north-1","Amazon Elastic Container Service for Kubernetes",,
"NCV2ANMZ8JK9CHAU","JRTCKXETXF","NCV2ANMZ8JK9CHAU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.35394 per hour for EKS Auto Mode management of g6.48xlarge in Asia Pacific (Sydney)","2026-08-01","0","Inf","hours","1.3539400000","USD","Compute","AmazonEKS","Asia Pacific (Sydney)","AWS Region",,"APS2-EKS-Auto:g6.48xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","g6.48xlarge",,"ap-southeast-2","Amazon Elastic Container Service for Kubernetes",,
"NCVH7H57HZ6TAR63","JRTCKXETXF","NCVH7H57HZ6TAR63.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.02460 per hour for EKS Auto Mode management of c6gn.xlarge in EU (London)","2026-08-01","0","Inf","hours","0.0246000000","USD","Compute","AmazonEKS","EU (London)","AWS Region",,"EUW2-EKS-Auto:c6gn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gn.xlarge",,"eu-west-2","Amazon Elastic Container Service for Kubernetes",,
"NCVMPVSJFEZB627B","JRTCKXETXF","NCVMPVSJFEZB627B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.16742 per hour for EKS Auto Mode management of c6gd.8xlarge in Europe (Spain)","2026-08-01","0","Inf","hours","0.1674200000","USD","Compute","AmazonEKS","Europe (Spain)","AWS Region",,"EUS2-EKS-Auto:c6gd.8xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","c6gd.8xlarge",,"eu-south-2","Amazon Elastic Container Service for Kubernetes",,
"NCYMWH7N5CQDBESF","JRTCKXETXF","NCYMWH7N5CQDBESF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.03264 per hour for EKS Auto Mode management of m5dn.xlarge in US East (Ohio)","2026-08-01","0","Inf","hours","0.0326400000","USD","Compute","AmazonEKS","US East (Ohio)","AWS Region",,"USE2-EKS-Auto:m5dn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5dn.xlarge",,"us-east-2","Amazon Elastic Container Service for Kubernetes",,
"NCZ6KY7BNWQ9QGTD","JRTCKXETXF","NCZ6KY7BNWQ9QGTD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.04418 per hour for EKS Auto Mode management of m5zn.xlarge in EU (Ireland)","2026-08-01","0","Inf","hours","0.0441800000","USD","Compute","AmazonEKS","EU (Ireland)","AWS Region",,"EU-EKS-Auto:m5zn.xlarge-management-hours","EKSAutoUsage",,,,"AutoMode","m5zn.xlarge",,"eu-west-1","Amazon Elastic Container Service for Kubernetes",,
