"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Volume Type","Group","Group Description","usageType","operation","Region Code","serviceName","TableClass"
"K73RH5KKJ48DURRU","JRTCKXETXF","K73RH5KKJ48DURRU.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11886 per GB-Month of storage used for on-demand backup","2026-07-01","0","Inf","GB-Month","0.1188600000","USD",,,,"Amazon DynamoDB On-Demand Backup Storage","AmazonDynamoDB","EU (Paris)","AWS Region","Amazon DynamoDB - On-Demand Backup Storage",,,"EUW3-TimedBackupStorage-ByteHrs","","eu-west-3","Amazon DynamoDB",
"K7KMNAZEJ6VENSYG","JRTCKXETXF","K7KMNAZEJ6VENSYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.87 per million IA write request units in US West (N. California)","2026-07-01","0","Inf","WriteRequestUnits","0.0000008700","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US West (N. California)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","USW1-IA-WriteRequestUnits","PayPerRequestThroughput","us-west-1","Amazon DynamoDB",
"K8K2WJTY5H427VNC","JRTCKXETXF","K8K2WJTY5H427VNC.JRTCKXETXF.M9QGYPQ72M","OnDemand","$0.00 for 2.5 million DynamoDB Streams read request units for a month (free tier) (US East 2(Ohio))","2026-07-01","0","2500000","Requests","0.0000000000","USD",,,,"API Request","AmazonDynamoDB","US East (Ohio)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","USE2-Streams-Requests","GetRecords","us-east-2","Amazon DynamoDB",
"K8K2WJTY5H427VNC","JRTCKXETXF","K8K2WJTY5H427VNC.JRTCKXETXF.AUKFMGQW43","OnDemand","$0.0000002 per DynamoDB Streams read request unit beyond free tier (US East 2(Ohio))","2026-07-01","2500000","Inf","Requests","0.0000002000","USD",,,,"API Request","AmazonDynamoDB","US East (Ohio)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","USE2-Streams-Requests","GetRecords","us-east-2","Amazon DynamoDB",
"K95MGNUHWY6GKTWN","JRTCKXETXF","K95MGNUHWY6GKTWN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78125 per GB of IA vector write requests in AWS GovCloud (US-East)","2026-07-01","0","Inf","GB","0.7812500000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","AWS GovCloud (US-East)","AWS Region",,,,"UGE1-IA-VectorWriteRequest","","us-gov-east-1","Amazon DynamoDB",
"KARRSUXPA35WY24R","JRTCKXETXF","KARRSUXPA35WY24R.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of write capacity for a month (free tier) in Asia Pacific (Malaysia)","2026-07-01","0","18600","WriteCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","APS7-WriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"KARRSUXPA35WY24R","JRTCKXETXF","KARRSUXPA35WY24R.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000666 per hour for units of write capacity beyond the free tier  in Asia Pacific (Malaysia)","2026-07-01","18600","Inf","WriteCapacityUnit-Hrs","0.0006660000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","APS7-WriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"KARRSUXPA35WY24R","YTVHEVGPBZ","KARRSUXPA35WY24R.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Write Capacity used this month","2026-08-04","0","Inf","WriteCapacityUnit-Hrs","0.0001310000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","APS7-WriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"KARRSUXPA35WY24R","YTVHEVGPBZ","KARRSUXPA35WY24R.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","1.539","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","APS7-WriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"KDKE75XDTG7NZSQY","JRTCKXETXF","KDKE75XDTG7NZSQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.74167 per GB of IA vector write requests in Asia Pacific (Jakarta)","2026-07-01","0","Inf","GB","0.7416700000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Jakarta)","AWS Region",,,,"APS4-IA-VectorWriteRequest","","ap-southeast-3","Amazon DynamoDB",
"KEHR3RMQ3GKPYER3","JRTCKXETXF","KEHR3RMQ3GKPYER3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.12540 per GB of data exported in Asia Pacific (Hong Kong)","2026-07-01","0","Inf","GB","0.1254000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","Asia Pacific (Hong Kong)","AWS Region","Amazon DynamoDB - Export Size",,,"APE1-ExportDataSize-Bytes","","ap-east-1","Amazon DynamoDB",
"KFS766Z6WUPJJ8ES","JRTCKXETXF","KFS766Z6WUPJJ8ES.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.20196 per GB of data restored","2026-07-01","0","Inf","GB","0.2019600000","USD",,,,"Amazon DynamoDB Restore Data Size","AmazonDynamoDB","Europe (Zurich)","AWS Region","Amazon DynamoDB - Backup Restore Size",,,"EUC2-RestoreDataSize-Bytes","","eu-central-2","Amazon DynamoDB",
"KHP6CW3RY2FP49W3","JRTCKXETXF","KHP6CW3RY2FP49W3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.228 per GB-Month of storage used for DynamoDB PITR backup","2026-07-01","0","Inf","GB-Mo","0.2280000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Sydney)","AWS Region","Amazon DynamoDB - Point-In-Time-Restore (PITR) Backup Storage",,,"APS2-TimedPITRStorage-ByteHrs","","ap-southeast-2","Amazon DynamoDB",
"KHWH6UY4SXBJ3JXE","JRTCKXETXF","KHWH6UY4SXBJ3JXE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000179 per ReadCapacityUnit-Hrs for IA in Canada West (Calgary)","2026-07-01","0","Inf","ReadCapacityUnit-Hrs","0.0001790000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB Provisioned Read Units IA","CAN2-IA-ReadCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"KKKMA5D9RSAZMHS3","JRTCKXETXF","KKKMA5D9RSAZMHS3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1197 per GB-Month of storage for Amazon DynamoDB On-Demand Backups in Asia Pacific (New Zealand)","2026-07-01","0","Inf","GB-Month","0.1197000000","USD",,,,"Amazon DynamoDB On-Demand Backup Storage","AmazonDynamoDB","Asia Pacific (New Zealand)","AWS Region","Amazon DynamoDB - On-Demand Backup Storage",,,"APS8-TimedBackupStorage-ByteHrs","","ap-southeast-6","Amazon DynamoDB",
"KNW5E3SQP865MGDD","JRTCKXETXF","KNW5E3SQP865MGDD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0008725 per hour for units of IA replicated write capacity in EU (Stockholm)","2026-07-01","0","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0008725000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Stockholm)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB Provisioned Replicated Write Units IA","EUN1-IA-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-north-1","Amazon DynamoDB",
"KQRK3QBBWKK4DJM9","JRTCKXETXF","KQRK3QBBWKK4DJM9.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of replicated write capacity for a month (free tier) in EU (Paris)","2026-07-01","0","18600","ReplicatedWriteCapacityUnit-Hrs","0.0000000000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Paris)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","EUW3-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-west-3","Amazon DynamoDB",
"KQRK3QBBWKK4DJM9","JRTCKXETXF","KQRK3QBBWKK4DJM9.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000772 per ReplicatedWriteCapacityUnit-Hr in EU (Paris)","2026-07-01","18600","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0007720000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Paris)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","EUW3-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-west-3","Amazon DynamoDB",
"KRCBWB5SWCK6EEE5","JRTCKXETXF","KRCBWB5SWCK6EEE5.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of replicated write capacity for a month (free tier)","2026-07-01","0","18600","ReplicatedWriteCapacityUnit-Hrs","0.0000000000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Ireland)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","EU-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-west-1","Amazon DynamoDB",
"KRCBWB5SWCK6EEE5","JRTCKXETXF","KRCBWB5SWCK6EEE5.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000735 per hour for units of replicated write capacity beyond the free tier","2026-07-01","18600","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0007350000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Ireland)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","EU-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-west-1","Amazon DynamoDB",
"KRGN8Y7BYCZYYNUB","JRTCKXETXF","KRGN8Y7BYCZYYNUB.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.9375 per million IA write request units in AWS GovCloud (US-East)","2026-07-01","0","Inf","WriteRequestUnits","0.0000009375","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","AWS GovCloud (US-East)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","UGE1-IA-WriteRequestUnits","PayPerRequestThroughput","us-gov-east-1","Amazon DynamoDB",
"KS5CMRVGNMCSBKQV","JRTCKXETXF","KS5CMRVGNMCSBKQV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1210 per GB of incremental data exported in Middle East (Bahrain)","2026-07-01","0","Inf","GB","0.1210000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","Middle East (Bahrain)","AWS Region","Amazon DynamoDB - Incremental Export",,,"MES1-IncrementalExportDataSize-Bytes","","me-south-1","Amazon DynamoDB",
"KSP9MU9J9HP8B9U5","JRTCKXETXF","KSP9MU9J9HP8B9U5.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11550 per GB of data exported in EU (Milan)","2026-07-01","0","Inf","GB","0.1155000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","EU (Milan)","AWS Region","Amazon DynamoDB - Export Size",,,"EUS1-ExportDataSize-Bytes","","eu-south-1","Amazon DynamoDB",
"KSTFNTF65UJUDBAD","JRTCKXETXF","KSTFNTF65UJUDBAD.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of read capacity for a month (free tier) in Europe (Zurich)","2026-07-01","0","18600","ReadCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUC2-ReadCapacityUnit-Hrs","CommittedThroughput","eu-central-2","Amazon DynamoDB",
"KSTFNTF65UJUDBAD","JRTCKXETXF","KSTFNTF65UJUDBAD.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.0001749 per hour for units of read capacity beyond the free tier in Europe (Zurich)","2026-07-01","18600","Inf","ReadCapacityUnit-Hrs","0.0001750000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUC2-ReadCapacityUnit-Hrs","CommittedThroughput","eu-central-2","Amazon DynamoDB",
"KSTFNTF65UJUDBAD","YTVHEVGPBZ","KSTFNTF65UJUDBAD.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000400000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUC2-ReadCapacityUnit-Hrs","CommittedThroughput","eu-central-2","Amazon DynamoDB",
"KSTFNTF65UJUDBAD","YTVHEVGPBZ","KSTFNTF65UJUDBAD.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.4026","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUC2-ReadCapacityUnit-Hrs","CommittedThroughput","eu-central-2","Amazon DynamoDB",
"KU4VC4HCHE4HWDPU","JRTCKXETXF","KU4VC4HCHE4HWDPU.JRTCKXETXF.G2A93NZ7DT","OnDemand","$0.00 per GB-Month of storage for first 25 free GB-Months in Asia Pacific (Jakarta)","2026-07-01","0","25","GB-Mo","0.0000000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Jakarta)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS4-TimedStorage-ByteHrs","","ap-southeast-3","Amazon DynamoDB",
"KU4VC4HCHE4HWDPU","JRTCKXETXF","KU4VC4HCHE4HWDPU.JRTCKXETXF.VYAP54KATQ","OnDemand","$0.285 per GB-Month of storage used beyond first 25 free GB-Months in Asia Pacific (Jakarta)","2026-07-01","25","Inf","GB-Mo","0.2850000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Jakarta)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS4-TimedStorage-ByteHrs","","ap-southeast-3","Amazon DynamoDB",
"KURM98U3CCEGEXC6","JRTCKXETXF","KURM98U3CCEGEXC6.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71 per million replicated write request units in Asia Pacific (Melbourne)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000007100","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB PayPerRequest Replicated Write Request Units","APS6-ReplWriteRequestUnits","PayPerRequestThroughput","ap-southeast-4","Amazon DynamoDB",
"KUXZ35XZTKE66F5G","JRTCKXETXF","KUXZ35XZTKE66F5G.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11400 per GB-Month of IA storage in Asia Pacific (Sydney)","2026-07-01","0","Inf","GB-Mo","0.1140000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Sydney)","AWS Region","Amazon DynamoDB - Indexed DataStore - IA",,,"APS2-IA-TimedStorage-ByteHrs","","ap-southeast-2","Amazon DynamoDB",
"KWN8VMVXQFZXRHAT","JRTCKXETXF","KWN8VMVXQFZXRHAT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11200 per GB-Month of IA storage in US West (N. California)","2026-07-01","0","Inf","GB-Mo","0.1120000000","USD",,,,"Database Storage","AmazonDynamoDB","US West (N. California)","AWS Region","Amazon DynamoDB - Indexed DataStore - IA",,,"USW1-IA-TimedStorage-ByteHrs","","us-west-1","Amazon DynamoDB",
"KYVAGN5RCGD8NJRM","JRTCKXETXF","KYVAGN5RCGD8NJRM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.002 per GB of vector data searched in US East (N. Virginia)","2026-07-01","0","Inf","GB","0.0020000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,,,"USE1-VectorSearch","","us-east-1","Amazon DynamoDB","Standard"
"KZBDC3Q94RCVZ38F","JRTCKXETXF","KZBDC3Q94RCVZ38F.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.0 per WriteCapacityUnit-Hrs  in Canada West (Calgary)","2026-07-01","0","18600","WriteCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","CAN2-WriteCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"KZBDC3Q94RCVZ38F","JRTCKXETXF","KZBDC3Q94RCVZ38F.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000715 per WriteCapacityUnit-Hrs in Canada West (Calgary)","2026-07-01","18600","Inf","WriteCapacityUnit-Hrs","0.0007150000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","CAN2-WriteCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"KZBDC3Q94RCVZ38F","YTVHEVGPBZ","KZBDC3Q94RCVZ38F.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Write Capacity used this month","2026-08-04","0","Inf","WriteCapacityUnit-Hrs","0.0001410000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","CAN2-WriteCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"KZBDC3Q94RCVZ38F","YTVHEVGPBZ","KZBDC3Q94RCVZ38F.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","1.65","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","CAN2-WriteCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"M32VYFTBFH2T4RGA","JRTCKXETXF","M32VYFTBFH2T4RGA.JRTCKXETXF.M9QGYPQ72M","OnDemand","$0.00 for 2.5 million DynamoDB Streams read request units for a month (free tier) Europe West 2","2026-07-01","0","2500000","Requests","0.0000000000","USD",,,,"API Request","AmazonDynamoDB","EU (London)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","EUW2-Streams-Requests","GetRecords","eu-west-2","Amazon DynamoDB",
"M32VYFTBFH2T4RGA","JRTCKXETXF","M32VYFTBFH2T4RGA.JRTCKXETXF.AUKFMGQW43","OnDemand","$0.000000237 per DynamoDB Streams read request unit beyond free tier Europe West 2","2026-07-01","2500000","Inf","Requests","0.0000002370","USD",,,,"API Request","AmazonDynamoDB","EU (London)","AWS Region",,"DDB-StreamsReadRequests","DynamoDB Streams read request (GetRecords API)","EUW2-Streams-Requests","GetRecords","eu-west-2","Amazon DynamoDB",
"M3R2QXZFSWMWH227","JRTCKXETXF","M3R2QXZFSWMWH227.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1026 per GB of data exported from Amazon DynamoDB  in Asia Pacific (Taipei)","2026-07-01","0","Inf","GB","0.1026000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","Asia Pacific (Taipei)","AWS Region","Amazon DynamoDB - Export Size",,,"APE2-ExportDataSize-Bytes","","ap-east-2","Amazon DynamoDB",
"M3VRNBCDHN9SMJY7","JRTCKXETXF","M3VRNBCDHN9SMJY7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.85 per million write request units in Israel (Tel Aviv)","2026-07-01","0","Inf","WriteRequestUnits","0.0000008500","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Israel (Tel Aviv)","AWS Region",,"DDB-WriteUnits","DynamoDB PayPerRequest Write Request Units","ILC1-WriteRequestUnits","PayPerRequestThroughput","il-central-1","Amazon DynamoDB",
"M445YWVKT3XJTWE7","JRTCKXETXF","M445YWVKT3XJTWE7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1800 per GB for data import in AWS GovCloud (US-East)","2026-07-01","0","Inf","GB","0.1800000000","USD",,,,"Amazon DynamoDB Import Data Size","AmazonDynamoDB","AWS GovCloud (US-East)","AWS Region","Amazon DynamoDB - Import Size",,,"UGE1-ImportDataSize-Bytes","","us-gov-east-1","Amazon DynamoDB",
"M45YNY4PFA5EWHW9","JRTCKXETXF","M45YNY4PFA5EWHW9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00299 per GB of IA vector data searched in EU (Milan)","2026-07-01","0","Inf","GB","0.0029900000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Milan)","AWS Region",,,,"EUS1-IA-VectorSearch","","eu-south-1","Amazon DynamoDB",
"M5QHCCEKN2TGBQJ9","JRTCKXETXF","M5QHCCEKN2TGBQJ9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.98 per million ReplicatedWriteRequestUnits for IA in Asia Pacific (Hong Kong)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000009800","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Hong Kong)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","APE1-IA-ReplWriteRequestUnits","PayPerRequestThroughput","ap-east-1","Amazon DynamoDB",
"MACZ8RKNUM65VQ5B","JRTCKXETXF","MACZ8RKNUM65VQ5B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.67 per million Replicated Write Request Units in EU (Stockholm)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000006700","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Stockholm)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB PayPerRequest Replicated Write Request Units","EUN1-ReplWriteRequestUnits","PayPerRequestThroughput","eu-north-1","Amazon DynamoDB",
"MCJM65274BT9PWSP","JRTCKXETXF","MCJM65274BT9PWSP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0003 per GB of vector write requests in TST","2026-07-01","0","Inf","GB","0.0003000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","TST","AWS Region",,,,"TST1-VectorWriteRequest","","","Amazon DynamoDB","Standard"
"MEC4TBQS3X8UY2VX","JRTCKXETXF","MEC4TBQS3X8UY2VX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1188 per GB of incremental data exported in Europe (London)","2026-07-01","0","Inf","GB","0.1188600000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","EU (London)","AWS Region","Amazon DynamoDB - Incremental Export",,,"EUW2-IncrementalExportDataSize-Bytes","","eu-west-2","Amazon DynamoDB",
"MEMP4ZA2TASGCTHX","JRTCKXETXF","MEMP4ZA2TASGCTHX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.58656 per GB of vector write requests in EU (Ireland)","2026-07-01","0","Inf","GB","0.5865600000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Ireland)","AWS Region",,,,"EU-VectorWriteRequest","","eu-west-1","Amazon DynamoDB","Standard"
"MFVBNP8PMCZ6N3VH","JRTCKXETXF","MFVBNP8PMCZ6N3VH.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000919 per hour for units of IA replicated write capacity in Europe (Spain)","2026-07-01","0","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0009190000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Europe (Spain)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB Provisioned Replicated Write Units IA","EUS2-IA-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-south-2","Amazon DynamoDB",
"MGDMWZ6T49J54A5V","JRTCKXETXF","MGDMWZ6T49J54A5V.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of replicated write capacity for a month (free tier) in Asia Pacific (Malaysia)","2026-07-01","0","18600","ReplicatedWriteCapacityUnit-Hrs","0.0000000000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","APS7-ReplWriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"MGDMWZ6T49J54A5V","JRTCKXETXF","MGDMWZ6T49J54A5V.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.000666 per hour for units of replicated write capacity beyond the free tier in Asia Pacific (Malaysia)","2026-07-01","18600","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0006660000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB Provisioned Replicated Write Units","APS7-ReplWriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-5","Amazon DynamoDB",
"MJVXP493BSJ5SKSQ","JRTCKXETXF","MJVXP493BSJ5SKSQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78 per million IA write request units in US East (N. Virginia)","2026-07-01","0","Inf","WriteRequestUnits","0.0000007800","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","IA-WriteRequestUnits","PayPerRequestThroughput","us-east-1","Amazon DynamoDB",
"MK5GC48ZGZPDTAP2","JRTCKXETXF","MK5GC48ZGZPDTAP2.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00315 per GB of IA vector data searched in Asia Pacific (Hong Kong)","2026-07-01","0","Inf","GB","0.0031500000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Hong Kong)","AWS Region",,,,"APE1-IA-VectorSearch","","ap-east-1","Amazon DynamoDB",
"MK8X2J5A6K9D9P5F","JRTCKXETXF","MK8X2J5A6K9D9P5F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.74167 per GB of IA vector write requests in Asia Pacific (Osaka)","2026-07-01","0","Inf","GB","0.7416700000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Osaka)","AWS Region",,,,"APN3-IA-VectorWriteRequest","","ap-northeast-3","Amazon DynamoDB",
