"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Volume Type","Group","Group Description","usageType","operation","Region Code","serviceName","TableClass"
"5N8GHNBUKQ3GTEUB","VG8YD49WWM","5N8GHNBUKQ3GTEUB.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","2.7","USD","3yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","South America (Sao Paulo)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","SAE1-WriteCapacityUnit-Hrs","CommittedThroughput","sa-east-1","Amazon DynamoDB",
"5N8GHNBUKQ3GTEUB","YTVHEVGPBZ","5N8GHNBUKQ3GTEUB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Write Capacity used this month","2026-08-04","0","Inf","WriteCapacityUnit-Hrs","0.0001930000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","South America (Sao Paulo)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","SAE1-WriteCapacityUnit-Hrs","CommittedThroughput","sa-east-1","Amazon DynamoDB",
"5N8GHNBUKQ3GTEUB","YTVHEVGPBZ","5N8GHNBUKQ3GTEUB.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","2.25","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","South America (Sao Paulo)","AWS Region",,"DDB-WriteUnits","DynamoDB Provisioned Write Units","SAE1-WriteCapacityUnit-Hrs","CommittedThroughput","sa-east-1","Amazon DynamoDB",
"5NBCMB8S64CAGKT3","JRTCKXETXF","5NBCMB8S64CAGKT3.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.71 per million replicated write request units (Hyderabad)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000007100","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Hyderabad)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB PayPerRequest Replicated Write Request Units","APS5-ReplWriteRequestUnits","PayPerRequestThroughput","ap-south-2","Amazon DynamoDB",
"5QRHXDFJC9KNUW9J","JRTCKXETXF","5QRHXDFJC9KNUW9J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1539 per GB of data restored for Amazon DynamoDB in Asia Pacific (Taipei)","2026-07-01","0","Inf","GB","0.1539000000","USD",,,,"Amazon DynamoDB Restore Data Size","AmazonDynamoDB","Asia Pacific (Taipei)","AWS Region","Amazon DynamoDB - Backup Restore Size",,,"APE2-RestoreDataSize-Bytes","","ap-east-2","Amazon DynamoDB",
"5TUUYBYG8YVFAQY4","JRTCKXETXF","5TUUYBYG8YVFAQY4.JRTCKXETXF.G2A93NZ7DT","OnDemand","$0.00 per GB-Month of storage for first 25 free GB-Months","2026-07-01","0","25","GB-Mo","0.0000000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Osaka)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APN3-TimedStorage-ByteHrs","","ap-northeast-3","Amazon DynamoDB",
"5TUUYBYG8YVFAQY4","JRTCKXETXF","5TUUYBYG8YVFAQY4.JRTCKXETXF.VYAP54KATQ","OnDemand","$0.285 per GB-Month of storage used beyond first 25 free GB-Months","2026-07-01","25","Inf","GB-Mo","0.2850000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Osaka)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APN3-TimedStorage-ByteHrs","","ap-northeast-3","Amazon DynamoDB",
"5VYK9G6QSUE79YVY","JRTCKXETXF","5VYK9G6QSUE79YVY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0010901 per hour for units of IA write capacity in Europe (Zurich)","2026-07-01","0","Inf","WriteCapacityUnit-Hrs","0.0010901000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Europe (Zurich)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB Provisioned Write Units IA","EUC2-IA-WriteCapacityUnit-Hrs","CommittedThroughput","eu-central-2","Amazon DynamoDB",
"62RBKZQ98HQNJURQ","JRTCKXETXF","62RBKZQ98HQNJURQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.228 per GB-Month of storage used for DynamoDB PITR backup in Asia Pacific (Melbourne)","2026-07-01","0","Inf","GB-Mo","0.2280000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region","Amazon DynamoDB - Point-In-Time-Restore (PITR) Backup Storage",,,"APS6-TimedPITRStorage-ByteHrs","","ap-southeast-4","Amazon DynamoDB",
"64PEV6YHZ2V2BYXZ","JRTCKXETXF","64PEV6YHZ2V2BYXZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000837 per hour for DynamoDB Provisioned IA Write Capacity Units in Asia Pacific (Thailand)","2026-07-01","0","Inf","WriteCapacityUnit-Hrs","0.0008370000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Asia Pacific (Thailand)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB Provisioned Write Units IA","APS9-IA-WriteCapacityUnit-Hrs","CommittedThroughput","ap-southeast-7","Amazon DynamoDB",
"655UJE2T557QUT2D","JRTCKXETXF","655UJE2T557QUT2D.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.53248 per GB of vector write requests in Asia Pacific (Malaysia)","2026-07-01","0","Inf","GB","0.5324800000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Malaysia)","AWS Region",,,,"APS7-VectorWriteRequest","","ap-southeast-5","Amazon DynamoDB","Standard"
"65YVBKNVKQ9GRTM9","JRTCKXETXF","65YVBKNVKQ9GRTM9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11385 per million change data capture units for Kinesis Data Streams in Asia Pacific (Sydney)","2026-07-01","0","Inf","ChangeDataCaptureUnits","0.0000001139","USD",,,,,"AmazonDynamoDB","Asia Pacific (Sydney)","AWS Region",,"DDB-Kinesis","Change Data Capture Units for Kinesis Data Streams","APS2-ChangeDataCaptureUnits-Kinesis","DelegatedOperations","ap-southeast-2","Amazon DynamoDB",
"679UJF76UQP85KYS","JRTCKXETXF","679UJF76UQP85KYS.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of read capacity for a month (free tier) in Middle East (UAE)","2026-07-01","0","18600","ReadCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Middle East (UAE)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","MEC1-ReadCapacityUnit-Hrs","CommittedThroughput","me-central-1","Amazon DynamoDB",
"679UJF76UQP85KYS","JRTCKXETXF","679UJF76UQP85KYS.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.0001617 per hour for units of read capacity beyond the free tier in Middle East (UAE)","2026-07-01","18600","Inf","ReadCapacityUnit-Hrs","0.0001617000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Middle East (UAE)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","MEC1-ReadCapacityUnit-Hrs","CommittedThroughput","me-central-1","Amazon DynamoDB",
"679UJF76UQP85KYS","YTVHEVGPBZ","679UJF76UQP85KYS.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000320000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Middle East (UAE)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","MEC1-ReadCapacityUnit-Hrs","CommittedThroughput","me-central-1","Amazon DynamoDB",
"679UJF76UQP85KYS","YTVHEVGPBZ","679UJF76UQP85KYS.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.3729","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","Middle East (UAE)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","MEC1-ReadCapacityUnit-Hrs","CommittedThroughput","me-central-1","Amazon DynamoDB",
"67Z2H745RVMQ62FY","JRTCKXETXF","67Z2H745RVMQ62FY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.6344 per GB of vector write requests in EU (Frankfurt)","2026-07-01","0","Inf","GB","0.6344000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Frankfurt)","AWS Region",,,,"EUC1-VectorWriteRequest","","eu-central-1","Amazon DynamoDB","Standard"
"682FKQ4SD9BH6VN9","JRTCKXETXF","682FKQ4SD9BH6VN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.75 per million write request units in AWS GovCloud (US-East)","2026-07-01","0","Inf","WriteRequestUnits","0.0000007500","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","AWS GovCloud (US-East)","AWS Region",,"DDB-WriteUnits","DynamoDB PayPerRequest Write Request Units","UGE1-WriteRequestUnits","PayPerRequestThroughput","us-gov-east-1","Amazon DynamoDB",
"68MSB9T6M3V5XDWY","JRTCKXETXF","68MSB9T6M3V5XDWY.JRTCKXETXF.G2A93NZ7DT","OnDemand","$0.00 per GB-Mo of storage from 0 to 25 for Amazon DynamoDB in Asia Pacific (New Zealand)","2026-07-01","0","25","GB-Mo","0.0000000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (New Zealand)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS8-TimedStorage-ByteHrs","","ap-southeast-6","Amazon DynamoDB",
"68MSB9T6M3V5XDWY","JRTCKXETXF","68MSB9T6M3V5XDWY.JRTCKXETXF.VYAP54KATQ","OnDemand","$0.29925 per GB-Mo of storage beyond 25 for Amazon DynamoDB in Asia Pacific (New Zealand)","2026-07-01","25","Inf","GB-Mo","0.2992500000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (New Zealand)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS8-TimedStorage-ByteHrs","","ap-southeast-6","Amazon DynamoDB",
"696485FWV4GMJH4V","JRTCKXETXF","696485FWV4GMJH4V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.114 per GB-Month of storage used for on-demand backup","2026-07-01","0","Inf","GB-Month","0.1140000000","USD",,,,"Amazon DynamoDB On-Demand Backup Storage","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region","Amazon DynamoDB - On-Demand Backup Storage",,,"APN1-TimedBackupStorage-ByteHrs","","ap-northeast-1","Amazon DynamoDB",
"69BSU4W3G2YUJS99","JRTCKXETXF","69BSU4W3G2YUJS99.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000894 per WriteCapacityUnit-Hrs for IA in Canada West (Calgary)","2026-07-01","0","Inf","WriteCapacityUnit-Hrs","0.0008940000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","Canada West (Calgary)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB Provisioned Write Units IA","CAN2-IA-WriteCapacityUnit-Hrs","CommittedThroughput","ca-west-1","Amazon DynamoDB",
"69QK8KWX9PS836QT","JRTCKXETXF","69QK8KWX9PS836QT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11154 per million change data capture units for Kinesis Data Streams in US West (N. California)","2026-07-01","0","Inf","ChangeDataCaptureUnits","0.0000001115","USD",,,,,"AmazonDynamoDB","US West (N. California)","AWS Region",,"DDB-Kinesis","Change Data Capture Units for Kinesis Data Streams","USW1-ChangeDataCaptureUnits-Kinesis","DelegatedOperations","us-west-1","Amazon DynamoDB",
"6A47ZD8AQ6U5ZC64","JRTCKXETXF","6A47ZD8AQ6U5ZC64.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.172 per million replicated IA write request units in South America (Sao Paulo)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000011720","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","South America (Sao Paulo)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","SAE1-IA-ReplWriteRequestUnits","PayPerRequestThroughput","sa-east-1","Amazon DynamoDB",
"6AMZTN4F2CXU9NAR","JRTCKXETXF","6AMZTN4F2CXU9NAR.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.2105 per million IA read request units in Africa (Cape Town)","2026-07-01","0","Inf","ReadRequestUnits","0.0000002105","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Africa (Cape Town)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB PayPerRequest Read Request Units IA","AFS1-IA-ReadRequestUnits","PayPerRequestThroughput","af-south-1","Amazon DynamoDB",
"6FHNRH86PUH3YAEZ","JRTCKXETXF","6FHNRH86PUH3YAEZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1026 per GB of data exported from Amazon DynamoDB  in Asia Pacific (Thailand)","2026-07-01","0","Inf","GB","0.1026000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","Asia Pacific (Thailand)","AWS Region","Amazon DynamoDB - Export Size",,,"APS9-ExportDataSize-Bytes","","ap-southeast-7","Amazon DynamoDB",
"6GXFX98DGQS6KG3J","JRTCKXETXF","6GXFX98DGQS6KG3J.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00281 per GB of IA vector data searched in US West (N. California)","2026-07-01","0","Inf","GB","0.0028100000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US West (N. California)","AWS Region",,,,"USW1-IA-VectorSearch","","us-west-1","Amazon DynamoDB",
"6JYFQM9NETS5W42R","JRTCKXETXF","6JYFQM9NETS5W42R.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.885 per million replicated IA write request units in EU (Ireland)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000008850","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Ireland)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","EU-IA-ReplWriteRequestUnits","PayPerRequestThroughput","eu-west-1","Amazon DynamoDB",
"6KY9F3CRFD8VCJDS","JRTCKXETXF","6KY9F3CRFD8VCJDS.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.87 per million replicated IA write request units in US West (N. California)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000008700","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US West (N. California)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","USW1-IA-ReplWriteRequestUnits","PayPerRequestThroughput","us-west-1","Amazon DynamoDB",
"6NJM3K66JDV3SGNV","JRTCKXETXF","6NJM3K66JDV3SGNV.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.78 per million replicated IA write request units in US East (N. Virginia)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000007800","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US East (N. Virginia)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB PayPerRequest Replicated Write Request Units IA","IA-ReplWriteRequestUnits","PayPerRequestThroughput","us-east-1","Amazon DynamoDB",
"6NPJE4VHYPZG657F","JRTCKXETXF","6NPJE4VHYPZG657F.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.000919 per hour for units of IA replicated write capacity in EU (Ireland)","2026-07-01","0","Inf","ReplicatedWriteCapacityUnit-Hrs","0.0009190000","USD",,,,"DDB-Operation-ReplicatedWrite","AmazonDynamoDB","EU (Ireland)","AWS Region",,"DDB-ReplicatedWriteUnitsIA","DynamoDB Provisioned Replicated Write Units IA","EU-IA-ReplWriteCapacityUnit-Hrs","CommittedThroughput","eu-west-1","Amazon DynamoDB",
"6PAP7SNYATA44CQA","JRTCKXETXF","6PAP7SNYATA44CQA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.58656 per GB of vector write requests in Europe (Spain)","2026-07-01","0","Inf","GB","0.5865600000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Europe (Spain)","AWS Region",,,,"EUS2-VectorWriteRequest","","eu-south-2","Amazon DynamoDB","Standard"
"6PCERDN3NMDKW474","JRTCKXETXF","6PCERDN3NMDKW474.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.7423 per million write request units Europe West 2","2026-07-01","0","Inf","WriteRequestUnits","0.0000007423","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (London)","AWS Region",,"DDB-WriteUnits","DynamoDB PayPerRequest Write Request Units","EUW2-WriteRequestUnits","PayPerRequestThroughput","eu-west-2","Amazon DynamoDB",
"6QJYGSDEPY9XN2VQ","JRTCKXETXF","6QJYGSDEPY9XN2VQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00238 per GB of vector data searched in EU (Milan)","2026-07-01","0","Inf","GB","0.0023800000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Milan)","AWS Region",,,,"EUS1-VectorSearch","","eu-south-1","Amazon DynamoDB","Standard"
"6QPWE2DR9JVCADDE","JRTCKXETXF","6QPWE2DR9JVCADDE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.21 per GB-Mo of storage used for Amazon DynamoDB - PITR Backup Storage in Mexico (Central)","2026-07-01","0","Inf","GB-Mo","0.2100000000","USD",,,,"Database Storage","AmazonDynamoDB","Mexico (Central)","AWS Region","Amazon DynamoDB - Point-In-Time-Restore (PITR) Backup Storage",,,"MXC1-TimedPITRStorage-ByteHrs","","mx-central-1","Amazon DynamoDB",
"6QZBVC4X7EKTKMJG","JRTCKXETXF","6QZBVC4X7EKTKMJG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11415 per million change data capture units for AWS Glue Elastic Views in Asia Pacific (Tokyo)","2026-07-01","0","Inf","ChangeDataCaptureUnits","0.0000001142","USD",,,,,"AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,"DDB-ElasticViews","Change Data Capture Units for AWS Glue Elastic Views","APN1-ChangeDataCaptureUnits-ElasticViews","DelegatedOperations","ap-northeast-1","Amazon DynamoDB",
"6R6G3A8DV8UT238T","JRTCKXETXF","6R6G3A8DV8UT238T.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.11886 per GB of data exported in EU (Paris)","2026-07-01","0","Inf","GB","0.1188600000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","EU (Paris)","AWS Region","Amazon DynamoDB - Export Size",,,"EUW3-ExportDataSize-Bytes","","eu-west-3","Amazon DynamoDB",
"6U6DFQSAYS3R74M9","JRTCKXETXF","6U6DFQSAYS3R74M9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0021 per GB of vector data searched in Mexico (Central)","2026-07-01","0","Inf","GB","0.0021000000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Mexico (Central)","AWS Region",,,,"MXC1-VectorSearch","","mx-central-1","Amazon DynamoDB","Standard"
"6VKGX44TQJG7PUQF","JRTCKXETXF","6VKGX44TQJG7PUQF.JRTCKXETXF.HBHVWY47CM","OnDemand","$0.00 per hour for 25 units of read capacity for a month (free tier) in EU (Milan)","2026-07-01","0","18600","ReadCapacityUnit-Hrs","0.0000000000","USD",,,,"Provisioned IOPS","AmazonDynamoDB","EU (Milan)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUS1-ReadCapacityUnit-Hrs","CommittedThroughput","eu-south-1","Amazon DynamoDB",
"6VKGX44TQJG7PUQF","JRTCKXETXF","6VKGX44TQJG7PUQF.JRTCKXETXF.E63J5HTPNN","OnDemand","$0.00015435 per hour for units of read capacity beyond the free tier in EU (Milan)","2026-07-01","18600","Inf","ReadCapacityUnit-Hrs","0.0001543500","USD",,,,"Provisioned IOPS","AmazonDynamoDB","EU (Milan)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUS1-ReadCapacityUnit-Hrs","CommittedThroughput","eu-south-1","Amazon DynamoDB",
"6VKGX44TQJG7PUQF","YTVHEVGPBZ","6VKGX44TQJG7PUQF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Amazon DynamoDB, Reserved Read Capacity used this month","2026-08-04","0","Inf","ReadCapacityUnit-Hrs","0.0000300000","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","EU (Milan)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUS1-ReadCapacityUnit-Hrs","CommittedThroughput","eu-south-1","Amazon DynamoDB",
"6VKGX44TQJG7PUQF","YTVHEVGPBZ","6VKGX44TQJG7PUQF.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2026-08-04",,,"Quantity","0.35595","USD","1yr","Heavy Utilization","standard","Provisioned IOPS","AmazonDynamoDB","EU (Milan)","AWS Region",,"DDB-ReadUnits","DynamoDB Provisioned Read Units","EUS1-ReadCapacityUnit-Hrs","CommittedThroughput","eu-south-1","Amazon DynamoDB",
"6WFYBZ4DWJTTEPUM","JRTCKXETXF","6WFYBZ4DWJTTEPUM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1140 per GB of incremental data exported in Asia Pacific (Mumbai)","2026-07-01","0","Inf","GB","0.1140000000","USD",,,,"Amazon DynamoDB Export Data Size","AmazonDynamoDB","Asia Pacific (Mumbai)","AWS Region","Amazon DynamoDB - Incremental Export",,,"APS3-IncrementalExportDataSize-Bytes","","ap-south-1","Amazon DynamoDB",
"6YCSCZ2UWGEMSSYP","JRTCKXETXF","6YCSCZ2UWGEMSSYP.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.00271 per GB of IA vector data searched in EU (Stockholm)","2026-07-01","0","Inf","GB","0.0027100000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","EU (Stockholm)","AWS Region",,,,"EUN1-IA-VectorSearch","","eu-north-1","Amazon DynamoDB",
"72KYNNX3TX85WNY8","JRTCKXETXF","72KYNNX3TX85WNY8.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.59488 per GB of vector write requests in Asia Pacific (Tokyo)","2026-07-01","0","Inf","GB","0.5948800000","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (Tokyo)","AWS Region",,,,"APN1-VectorWriteRequest","","ap-northeast-1","Amazon DynamoDB","Standard"
"72N6H2TNUXES4FAD","JRTCKXETXF","72N6H2TNUXES4FAD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.10742 per million change data capture units for Kinesis Data Streams in EU (Stockholm)","2026-07-01","0","Inf","ChangeDataCaptureUnits","0.0000001074","USD",,,,,"AmazonDynamoDB","EU (Stockholm)","AWS Region",,"DDB-Kinesis","Change Data Capture Units for Kinesis Data Streams","EUN1-ChangeDataCaptureUnits-Kinesis","DelegatedOperations","eu-north-1","Amazon DynamoDB",
"72Y4X3UNU6BJ8QDA","JRTCKXETXF","72Y4X3UNU6BJ8QDA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.1875 per million IA read request units in AWS GovCloud (US-East)","2026-07-01","0","Inf","ReadRequestUnits","0.0000001875","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","AWS GovCloud (US-East)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB PayPerRequest Read Request Units IA","UGE1-IA-ReadRequestUnits","PayPerRequestThroughput","us-gov-east-1","Amazon DynamoDB",
"73S8APPH5WER2A55","JRTCKXETXF","73S8APPH5WER2A55.JRTCKXETXF.G2A93NZ7DT","OnDemand","$0.00 per GB-Month of storage for first 25 free GB-Months in Asia Pacific (Melbourne)","2026-07-01","0","25","GB-Mo","0.0000000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS6-TimedStorage-ByteHrs","","ap-southeast-4","Amazon DynamoDB",
"73S8APPH5WER2A55","JRTCKXETXF","73S8APPH5WER2A55.JRTCKXETXF.VYAP54KATQ","OnDemand","$0.285 per GB-Month of storage used beyond first 25 free GB-Months in Asia Pacific (Melbourne)","2026-07-01","25","Inf","GB-Mo","0.2850000000","USD",,,,"Database Storage","AmazonDynamoDB","Asia Pacific (Melbourne)","AWS Region","Amazon DynamoDB - Indexed DataStore",,,"APS6-TimedStorage-ByteHrs","","ap-southeast-4","Amazon DynamoDB",
"744KC92YHNN43UDT","JRTCKXETXF","744KC92YHNN43UDT.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.17 per million read request units in Israel (Tel Aviv)","2026-07-01","0","Inf","ReadRequestUnits","0.0000001700","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Israel (Tel Aviv)","AWS Region",,"DDB-ReadUnits","DynamoDB PayPerRequest Read Request Units","ILC1-ReadRequestUnits","PayPerRequestThroughput","il-central-1","Amazon DynamoDB",
"754RG9HSCPJGS2HQ","JRTCKXETXF","754RG9HSCPJGS2HQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.97 per million IA write request units in Middle East (Bahrain)","2026-07-01","0","Inf","WriteRequestUnits","0.0000009700","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Middle East (Bahrain)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","MES1-IA-WriteRequestUnits","PayPerRequestThroughput","me-south-1","Amazon DynamoDB",
"75AU3C9PDZSEBJ7B","JRTCKXETXF","75AU3C9PDZSEBJ7B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.155 per million IA read request units in US West (Oregon)","2026-07-01","0","Inf","ReadRequestUnits","0.0000001550","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","US West (Oregon)","AWS Region",,"DDB-ReadUnitsIA","DynamoDB PayPerRequest Read Request Units IA","USW2-IA-ReadRequestUnits","PayPerRequestThroughput","us-west-2","Amazon DynamoDB",
"75DP8C6BS6R8TCXG","JRTCKXETXF","75DP8C6BS6R8TCXG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.9375 per million ReplicatedWriteRequestUnit in South America (Sao Paulo)","2026-07-01","0","Inf","ReplicatedWriteRequestUnits","0.0000009375","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","South America (Sao Paulo)","AWS Region",,"DDB-ReplicatedWriteUnits","DynamoDB PayPerRequest Replicated Write Request Units","SAE1-ReplWriteRequestUnits","PayPerRequestThroughput","sa-east-1","Amazon DynamoDB",
"76GDKPGCWWSZZZEC","JRTCKXETXF","76GDKPGCWWSZZZEC.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.9345 per million DynamoDB IA Write Request Units in Asia Pacific (New Zealand)","2026-07-01","0","Inf","WriteRequestUnits","0.0000009345","USD",,,,"Amazon DynamoDB PayPerRequest Throughput","AmazonDynamoDB","Asia Pacific (New Zealand)","AWS Region",,"DDB-WriteUnitsIA","DynamoDB PayPerRequest Write Request Units IA","APS8-IA-WriteRequestUnits","PayPerRequestThroughput","ap-southeast-6","Amazon DynamoDB",
