"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","Region Code","serviceName"
"T8VPSK3NY95ZPPX9","JRTCKXETXF","T8VPSK3NY95ZPPX9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0025 per returned URL (e.g. $.25 for 100 URLs)","2006-01-12","0","Inf","URLs","0.0025000000","USD","Alexa Top Sites","AlexaTopSites","Any","AWS Region","URLs","","","Alexa Top Sites"
